,제목,장르,작가,연재 시작일,마지막 연재일,회수,댓글수,추천수,평점
1134,황금공자 [단행본],무협,김강현,(2015.06.05.),(2015.06.05.),9,55,44,7.3
1135,반복하며 레벨업,현판,차우주,(2016.10.21.),(2019.11.25.),167,243,57,8.3
1136,영웅으로 다시 태어나다 [단행본],판타지,서명,(2014.05.30.),(2014.05.30.),8,34,38,7.0
1137,위험한 계약,로맨스,타에린,(2014.03.14.),(2014.04.07.),59,23,72,8.5
1138,19금,19금,19금,19금,19금,19금,19금,19금,19금
1139,19금,19금,19금,19금,19금,19금,19금,19금,19금
1140,삼위일체 [단행본],판타지,정상수,(2016.04.27.),(2016.04.28.),17,170,57,5.4
1141,19금,19금,19금,19금,19금,19금,19금,19금,19금
1142,애유기,로판,땅별(정은숙),(2015.09.02.),(2016.02.10.),68,48,135,8.4
1143,퍼펙트 게임,현판,박선우,(2015.06.23.),(2015.10.26.),149,17,18,7.3
1144,도시의 히어로 [단행본],현판,황규영,(2014.04.21.),(2014.04.21.),5,90,47,8.5
1145,19금,19금,19금,19금,19금,19금,19금,19금,19금
1146,폭렬기사 반 [단행본],판타지,뇌전검,(2012.09.12.),(2012.09.12.),10,21,16,6.2
1147,19금,19금,19금,19금,19금,19금,19금,19금,19금
1148,천마록 [단행본],무협,영웅객사,(2014.09.18.),(2014.09.18.),10,50,29,5.5
1149,촌검무인 [단행본],무협,임준욱,(2015.02.13.),(2015.02.13.),2,73,62,9.1
1150,내 나이 90살에 회귀라니!,판타지,커피와함께,(2017.05.31.),(2017.09.14.),260,91,32,5.9
1151,천명 [단행본],무협,임준후,(2014.03.18.),(2014.03.18.),7,35,36,7.9
1152,빙공의 대가 [개정판][단행본],무협,일성,(2017.06.21.),(2017.06.21.),12,49,26,8.4
1153,19금,19금,19금,19금,19금,19금,19금,19금,19금
1154,신검화산 [단행본],무협,자우,(2013.06.20.),(2014.09.19.),7,56,60,7.6
1155,최강의 일꾼,판타지,마음의보라2,(2015.11.30.),(2018.09.04.),303,36,35,7.2
1156,이것이 법이다 [단행본],현판,자카예프,(2016.09.01.),(2024.04.23.),182,78,45,8.3
1157,조심스럽고 또 조심스럽게,로맨스,snow,(2014.02.17.),(2014.02.17.),93,13,33,7.2
1158,차원군주,판타지,오렌,(2016.09.09.),(2016.10.06.),180,193,33,8.3
1159,기문둔갑 [단행본],무협,조진행,(2015.04.23.),(2015.04.23.),10,62,42,8.3
1160,검혼전설 [단행본],무협,이준호,(2013.06.21.),(2013.06.21.),8,66,46,5.7
1161,정령대공 [단행본],판타지,권이백,(2014.10.16.),(2014.10.16.),10,65,44,5.6
1162,레전드 오브 노가다,현판,안재인,(2016.12.03.),(2017.04.18.),218,183,48,7.6
1163,19금,19금,19금,19금,19금,19금,19금,19금,19금
1164,골방아씨전,로맨스,오제영,(2013.06.28.),(2014.12.10.),50,32,17,8.1
1165,회귀도 13번이면 지랄 맞다,현판,사자혼,(2016.10.20.),(2021.09.02.),334,"1,794",138,8.5
1166,부마 신익성,판타지,구사,(2017.04.28.),(2018.01.17.),389,148,53,8.1
1167,절대신마 [단행본],무협,황규영,(2016.04.11.),(2016.04.11.),6,32,26,7.2
1168,19금,19금,19금,19금,19금,19금,19금,19금,19금
1169,효웅 [단행본],무협,중걸,(2012.11.30.),(2012.12.06.),9,44,28,8.2
1170,19금,19금,19금,19금,19금,19금,19금,19금,19금
1171,19금,19금,19금,19금,19금,19금,19금,19금,19금
1172,19금,19금,19금,19금,19금,19금,19금,19금,19금
1173,"나랑 해, 그거.",로맨스,느린꽃,(2016.02.15.),(2016.07.15.),85,55,117,8.9
1174,소림선승 [단행본],무협,형상준,(2013.01.03.),(2013.01.07.),7,36,21,7.8
1175,아독 [단행본],판타지,이광섭,(2013.10.22.),(2013.10.22.),16,65,20,7.8
1176,에드가&재호,판타지,약먹은인삼,(2015.09.10.),(2016.01.27.),259,191,100,8.2
1177,무당제자,무협,형상준,(2016.03.09.),(2016.08.19.),250,34,27,9.1
1178,디 임팩트,판타지,장대수,(2016.06.13.),(2017.04.13.),575,93,21,8.6
1179,코리아 갓파더 [단행본],현판,정사부,(2015.02.02.),(2015.02.02.),13,40,63,4.2
1180,"바람의 기사, 아르테온 [단행본]",판타지,김광수,(2014.11.27.),(2014.11.27.),16,62,64,5.8
1181,메이저리거 [단행본],현판,강성곤,(2016.05.30.),(2016.05.30.),13,34,19,6.4
1182,19금,19금,19금,19금,19금,19금,19금,19금,19금
1183,컨티뉴 [단행본],판타지,노쓰우드,(2015.12.15.),(2015.12.15.),8,103,42,7.1
1184,무적사제,무협,괴인h,(2015.08.28.),(2016.02.29.),319,72,20,8.1
1185,비단꽃신 [단행본],로맨스,윤이수,(2014.03.21.),(2014.03.21.),2,71,429,8.8
1186,19금,19금,19금,19금,19금,19금,19금,19금,19금
1187,19금,19금,19금,19금,19금,19금,19금,19금,19금
1188,9급 공무원 포에버,현판,가프,(2014.07.01.),(2015.03.23.),219,26,15,7.3
1189,아찔한 운명의 당신,로맨스,별에달이,(2014.07.02.),(2015.02.27.),70,30,110,8.1
1190,천년마법사 [단행본],판타지,남희성,(2014.10.15.),(2014.10.15.),18,26,30,5.9
1191,19금,19금,19금,19금,19금,19금,19금,19금,19금
1192,월드 어택 [단행본],판타지,땅을걷는자,(2015.03.20.),(2016.03.17.),45,33,9,4.2
1193,무정도 [단행본],무협,임영기,(2014.05.30.),(2014.05.30.),10,71,45,6.7
1194,홍염의 성좌 [단행본],판타지,아울,(2012.12.20.),(2012.12.20.),7,96,116,8.7
1195,거미숲,로맨스,장소영,(2016.07.26.),(2016.07.26.),68,39,111,9.5
1196,궁 안에 잠들어 있는 꽃 [단행본],로판,초콜릿악마,(2014.06.23.),(2014.06.23.),3,68,233,7.4
1197,십일연의 마법사,판타지,란돌2세,(2015.11.18.),(2016.03.08.),229,38,22,6.7
1198,마이다스의 손,현판,왕형,(2016.03.16.),(2016.06.27.),167,30,26,7.2
1199,검은 별 [단행본],무협,허담,(2015.10.21.),(2015.10.21.),8,30,22,8.5
1200,"연애, 불변의 법칙",로맨스,꿈꾸는이,(2016.02.04.),(2016.03.25.),64,72,132,9.1
1201,리게인 [단행본],판타지,서일,(2013.11.15.),(2013.11.15.),13,78,22,4.7
1202,켈베로스 [완전판][단행본],현판,임준후,(2014.10.14.),(2017.08.10.),14,32,34,7.0
1203,대한민국 이계정벌기 [단행본],판타지,다물,(2014.06.16.),(2014.06.16.),4,29,36,6.3
1204,그녀의 블루로맨스,로맨스,블루시연,(2014.03.21.),(2014.03.21.),149,76,100,7.5
1205,19금,19금,19금,19금,19금,19금,19금,19금,19금
1206,사악도인 [단행본],무협,가나 이대성,(2014.02.06.),(2014.02.06.),5,10,14,6.0
1207,심연의 주인,현판,다원,(2016.07.01.),(2016.09.06.),202,71,32,7.5
1208,한계돌파 [단행본],현판,나성호,(2013.08.16.),(2013.08.16.),7,44,9,6.8
1209,19금,19금,19금,19금,19금,19금,19금,19금,19금
1210,19금,19금,19금,19금,19금,19금,19금,19금,19금
1211,하프블러드 [단행본],판타지,김정률,(2014.10.21.),(2014.10.21.),11,93,45,8.5
1212,천하(天下) [단행본],판타지,최은현,(2014.02.27.),(2014.02.27.),9,23,30,5.1
1213,19금,19금,19금,19금,19금,19금,19금,19금,19금
1214,위험한 파트너,로판,이조영,(2016.08.04.),(2017.03.30.),94,20,124,8.9
1215,19금,19금,19금,19금,19금,19금,19금,19금,19금
1216,요도전설 [단행본],무협,요도 김남재,(2014.01.23.),(2014.01.23.),6,37,46,7.5
1217,남궁전생 [단행본],무협,재유,(2016.05.25.),(2016.05.25.),13,41,21,4.0
1218,화천광풍,무협,이원호,(2015.06.09.),(2016.05.31.),125,42,13,7.6
1219,19금,19금,19금,19금,19금,19금,19금,19금,19금
1220,십만대적검 [단행본],무협,오채지,(2018.02.08.),(2018.02.08.),8,42,11,8.6
1221,19금,19금,19금,19금,19금,19금,19금,19금,19금
1222,알피지 시티(RPG CITY),판타지,킹메이커,(2015.11.23.),(2015.11.27.),173,87,53,8.7
1223,네 심장을 향해 던져라!,현판,김승찬,(2016.04.21.),(2016.08.22.),170,17,8,7.0
1224,19금,19금,19금,19금,19금,19금,19금,19금,19금
1225,마스터 피스(MASTER PIECE),판타지,다원,(2015.08.27.),(2015.11.27.),151,33,27,7.9
1226,신기루 [단행본],무협,허담,(2012.12.13.),(2012.12.13.),7,14,19,8.2
1227,버닝하트 [단행본],판타지,유,(2012.09.12.),(2012.09.12.),7,26,9,6.4
1228,19금,19금,19금,19금,19금,19금,19금,19금,19금
1229,천산마제 [단행본],무협,일륜,(2015.07.31.),(2015.07.31.),9,25,11,6.7
1230,파이,로판,오은정,(2015.04.27.),(2015.08.31.),103,52,56,8.0
1231,무당권왕 [단행본],무협,흑야,(2011.06.10.),(2011.06.10.),8,16,13,6.9
1232,등룡기 [단행본],무협,임영기,(2014.12.19.),(2014.12.19.),11,51,92,6.0
1233,천하제일협객 [단행본],무협,황규영,(2014.05.07.),(2014.05.07.),7,58,28,8.0
1234,퍼펙트맨 [단행본],판타지,조현필,(2012.08.27.),(2012.08.27.),6,14,4,5.9
1235,화평객잔 (和平客盞),무협,녹용,(2015.04.20.),(2015.11.24.),121,108,53,8.1
1236,건곤불이기 [단행본],무협,임준욱,(2015.02.13.),(2015.02.13.),5,36,29,8.6
1237,의사(doctor),현판,이해날,(2015.12.10.),(2016.04.07.),267,292,48,8.7
1238,19금,19금,19금,19금,19금,19금,19금,19금,19금
1239,19금,19금,19금,19금,19금,19금,19금,19금,19금
1240,강남무원 [단행본],무협,유진산,(2015.10.15.),(2015.10.15.),18,27,15,6.4
1241,낙인,로맨스,남강아,(2013.12.17.),(2013.12.30.),61,27,22,8.0
1242,풍운만리 만학전 [단행본],무협,형상준,(2017.06.20.),(2017.06.20.),8,16,9,8.0
1243,유니크의 법칙 [단행본],판타지,소유현,(2014.04.28.),(2015.05.14.),9,45,20,5.8
1244,천월무적 [단행본],무협,청울,(2015.04.06.),(2015.04.06.),8,18,27,7.1
1245,퍼스트 터치 [단행본],현판,필로스,(2015.05.13.),(2015.06.11.),21,24,19,4.9
1246,야수의 여자,로맨스,송혜련,(2013.07.09.),(2013.08.30.),37,33,3,8.4
1247,맨이터 [완전판] [단행본],현판,전유택,(2015.03.24.),(2015.03.24.),4,109,54,8.9
1248,혈기린외전 [단행본],무협,좌백,(2014.07.04.),(2014.07.04.),6,88,36,8.8
1249,너를 위한 해피엔딩,로맨스,이재익,(2015.02.12.),(2015.03.20.),49,42,100,8.8
1250,유수행,무협,이우형,(2016.07.07.),(2016.07.12.),113,100,33,9.0
1251,위닝,현판,정주(丁柱),(2015.04.03.),(2015.08.06.),250,23,30,7.0
1252,검령술사 [단행본],판타지,양강,(2013.05.23.),(2013.05.23.),7,38,11,7.0
1253,남궁장인 [단행본],무협,신현재,(2017.06.08.),(2017.06.08.),11,41,21,5.9
1254,19금,19금,19금,19금,19금,19금,19금,19금,19금
1255,수명 게이트,판타지,한걸음(守),(2016.03.09.),(2016.04.28.),194,58,23,6.3
1256,19금,19금,19금,19금,19금,19금,19금,19금,19금
1257,더 랩스타 [단행본],현판,샤이나크,(2016.09.07.),(2016.09.07.),13,121,56,8.5
1258,"말년병장, 이등병 되다",현판,에바트리체,(2014.08.12.),(2015.07.31.),521,37,17,6.3
1259,19금,19금,19금,19금,19금,19금,19금,19금,19금
1260,19금,19금,19금,19금,19금,19금,19금,19금,19금
1261,대장장이 성공기 [단행본],판타지,서명,(2013.01.07.),(2013.01.07.),9,51,17,6.4
1262,절대자의 게임,판타지,화운,(2015.10.20.),(2016.12.23.),361,74,20,7.2
1263,19금,19금,19금,19금,19금,19금,19금,19금,19금
1264,달콤한 오해,로판,유다현,(2017.01.09.),(2017.01.09.),45,9,101,8.2
1265,대륙지존기 [단행본],판타지,건드리고고,(2012.01.17.),(2012.01.17.),8,32,27,5.8
1266,19금,19금,19금,19금,19금,19금,19금,19금,19금
1267,마탑의 초능력자 [독점],판타지,약빤꽃게,(2014.02.05.),(2014.10.29.),80,61,58,7.0
1268,마졸 귀환록,판타지,주작,(2014.11.19.),(2015.10.14.),322,15,39,5.8
1269,궁귀검신 2부 [단행본],무협,조돈형,(2013.05.20.),(2013.05.20.),9,18,14,8.3
1270,스타 강사 장도전,현판,하이텐,(2016.08.01.),(2016.09.19.),124,49,39,7.5
1271,19금,19금,19금,19금,19금,19금,19금,19금,19금
1272,"태자의 색동, 류인아 [단행본]",로판,헬로콩,(2016.09.20.),(2016.09.20.),5,16,146,7.9
1273,보검박도 [단행본],무협,한수오,(2014.12.29.),(2014.12.29.),15,26,6,8.6
1274,퍼펙트 싸커 [단행본],현판,더인디고,(2015.07.15.),(2016.01.21.),11,29,22,6.7
1275,무적명 [단행본],무협,백준,(2014.03.13.),(2014.03.13.),10,31,33,8.2
1276,그 기사가 레이디로 사는 법 [독점],로판,성혜림,(2017.03.02.),(2018.03.01.),173,"8,495","2,593",9.5
1277,축구의 품격 [단행본],현판,한야인,(2016.01.06.),(2016.01.06.),10,46,12,5.2
1278,19금,19금,19금,19금,19금,19금,19금,19금,19금
1279,지장대공 [단행본],무협,설봉,(2016.04.21.),(2016.04.21.),10,47,28,6.2
1280,19금,19금,19금,19금,19금,19금,19금,19금,19금
1281,19금,19금,19금,19금,19금,19금,19금,19금,19금
1282,대한민국의 깃발 [단행본],판타지,이종덕,(2013.11.07.),(2013.11.07.),7,14,9,6.0
1283,천왕전기 [단행본],판타지,HOON,(2013.12.03.),(2013.12.03.),12,28,19,6.9
1284,해왕전기 [단행본],현판,담운,(2014.12.22.),(2019.11.01.),19,28,47,5.6
1285,19금,19금,19금,19금,19금,19금,19금,19금,19금
1286,판매중지,판매중지,판매중지,판매중지,판매중지,판매중지,판매중지,판매중지,판매중지
1287,태양왕 [단행본],판타지,남희성,(2014.10.14.),(2014.10.14.),21,23,24,6.7
1288,집사 그레이스 [단행본],판타지,박안나,(2013.01.22.),(2013.01.22.),7,76,73,8.3
1289,아름다운 노예계약,로맨스,박정하,(2015.02.17.),(2015.06.19.),70,27,78,7.9
1290,사상 최강의 매니저,현판,글쟁이S,(2016.12.14.),(2017.04.24.),333,"4,839",617,9.4
1291,럭셔리 버프,판타지,신비한,(2016.03.10.),(2016.03.10.),199,89,38,5.6
1292,해르나의 왕녀,로맨스,오제이OJ,(2015.11.19.),(2016.02.18.),195,44,90,8.9
1293,19금,19금,19금,19금,19금,19금,19금,19금,19금
1294,사이킥 위저드 [단행본],판타지,김재한,(2014.01.28.),(2014.01.28.),11,83,41,7.5
1295,내게 말을 해봐,로맨스,강부연,(2015.06.16.),(2015.08.04.),189,68,105,9.5
1296,19금,19금,19금,19금,19금,19금,19금,19금,19금
1297,더스트 [DUST],현판,글라딘,(2015.08.26.),(2015.11.06.),265,354,45,8.3
1298,황벽 [단행본],무협,허담자,(2013.01.31.),(2013.01.31.),5,26,26,7.7
1299,괴물 포식자 [단행본],판타지,철순,(2016.12.01.),(2016.12.01.),12,62,47,6.9
1300,인생을 바꿔라,현판,강준현,(2016.03.28.),(2016.09.03.),206,109,25,7.9
1301,버림 받은 황비,로판,정유나,(2016.02.05.),(2016.02.05.),180,460,193,7.9
1302,언터처블 [단행본],현판,발도,(2013.03.12.),(2013.03.12.),10,11,12,5.8
1303,19금,19금,19금,19금,19금,19금,19금,19금,19금
1304,진대붕전,무협,김운영,(2012.05.18.),(2014.09.24.),75,25,15,7.4
1305,나는 매력적인 그를 쇼핑했다,로맨스,민재경,(2013.12.26.),(2013.12.26.),2,65,63,8.7
1306,그라운드 제로,현판,탈주병,(2015.12.31.),(2016.04.15.),208,31,14,6.3
1307,소림천마 [단행본],무협,청월검,(2015.12.04.),(2016.01.14.),18,31,22,5.7
1308,19금,19금,19금,19금,19금,19금,19금,19금,19금
1309,마스터 플레이어 [단행본],현판,베가(VEGA),(2016.04.06.),(2016.04.06.),9,50,30,5.3
1310,화려하게 잔혹하게,현판,배현상,(2016.04.15.),(2019.07.11.),350,50,16,9.1
1311,싱크(Sync),판타지,현민,(2015.09.18.),(2017.05.18.),434,65,50,7.6
1312,황제의 심장을 깨우다 [단행본],로맨스,세계수,(2013.01.31.),(2013.01.31.),2,36,23,8.7
1313,마검 구양소유 [단행본],무협,사야공,(2013.10.29.),(2013.10.29.),4,34,18,8.0
1314,천산검로 [단행본],무협,장경,(2015.05.15.),(2015.05.15.),4,24,52,8.6
1315,[게임판타지]루인,판타지,네모돌이,(2016.04.06.),(2018.06.14.),417,161,63,7.8
1316,자연검로 [단행본],무협,정상수,(2015.11.23.),(2015.12.29.),15,39,16,6.0
1317,19금,19금,19금,19금,19금,19금,19금,19금,19금
1318,19금,19금,19금,19금,19금,19금,19금,19금,19금
1319,"사임당, the Herstory [독점]",로맨스,러닝쇼,(2017.01.18.),(2017.09.27.),81,26,135,8.4
1320,암흑대제 현대에 가다 [단행본],현판,정현,(2014.10.02.),(2014.10.02.),8,47,15,6.2
1321,에뜨랑제 [개정판],현판,요삼,(2015.07.24.),(2015.07.24.),216,192,88,9.1
1322,유성전기,무협,장산,(2017.04.10.),(2017.04.10.),36,12,4,5.8
1323,루시오스의 영주 [단행본],판타지,권제훈,(2014.02.06.),(2014.02.06.),7,31,14,6.4
1324,19금,19금,19금,19금,19금,19금,19금,19금,19금
1325,환생무사 [완결 선공개][단행본],무협,설천,(2015.07.16.),(2015.07.16.),10,69,32,5.0
1326,간도진위대 [단행본],판타지,듀이 문,(2016.04.01.),(2016.04.01.),10,76,25,8.0
1327,19금,19금,19금,19금,19금,19금,19금,19금,19금
1328,강철의 기사들 [단행본],판타지,이주용,(2013.01.30.),(2013.01.30.),6,33,14,7.7
1329,19금,19금,19금,19금,19금,19금,19금,19금,19금
1330,신마협도 [단행본],무협,권용찬,(2017.08.22.),(2017.08.22.),12,23,22,7.0
1331,19금,19금,19금,19금,19금,19금,19금,19금,19금
1332,선수무적 [단행본],무협,희매,(2011.06.10.),(2011.06.10.),10,57,20,6.6
1333,19금,19금,19금,19금,19금,19금,19금,19금,19금
1334,태양의 주인 [단행본],판타지,최정연,(2014.09.02.),(2014.09.02.),10,30,38,6.0
1335,뱀파이어 교수,로판,oz,(2016.12.21.),(2017.02.01.),127,111,96,9.6
1336,아루스 전기 [단행본],판타지,설희안,(2013.09.16.),(2013.09.16.),7,42,6,5.5
1337,날개 달린 황녀님,판타지,박신애,(2014.07.24.),(2016.07.25.),189,129,91,7.2
1338,19금,19금,19금,19금,19금,19금,19금,19금,19금
1339,19금,19금,19금,19금,19금,19금,19금,19금,19금
1340,19금,19금,19금,19금,19금,19금,19금,19금,19금
1341,더 리턴 [단행본],현판,지원,(2014.07.17.),(2014.07.17.),8,53,14,3.2
1342,말년 해병록 리턴즈 [단행본],현판,마린오징어,(2015.03.17.),(2016.06.15.),31,20,11,6.4
1343,어느 기갑장교의 이야기 [단행본],현판,임충규,(2015.07.27.),(2015.07.27.),14,27,31,7.1
1344,19금,19금,19금,19금,19금,19금,19금,19금,19금
1345,학사주역 [단행본],무협,마수,(2017.10.24.),(2017.10.24.),7,20,4,7.7
1346,여포 환생전,판타지,잭팟마스터,(2015.05.14.),(2017.02.08.),324,76,42,5.7
1347,월드 플레이어,판타지,승유,(2015.02.12.),(2015.07.24.),144,57,38,8.7
1348,19금,19금,19금,19금,19금,19금,19금,19금,19금
1349,19금,19금,19금,19금,19금,19금,19금,19금,19금
1350,천 일의 계약 [연재 로맨스],로판,김진영,(2014.04.21.),(2014.09.04.),46,72,112,8.8
1351,전직의 거인 [단행본],판타지,채병일,(2015.10.29.),(2015.10.29.),8,106,24,5.3
1352,화선무적 [단행본],무협,문우영,(2014.04.18.),(2014.04.18.),10,39,29,6.7
1353,나를 위해 살겠다 [단행본],현판,글쟁이S,(2016.09.29.),(2016.09.29.),9,251,80,7.9
1354,19금,19금,19금,19금,19금,19금,19금,19금,19금
1355,뉴 빌런(New Villain),현판,A사과,(2015.11.06.),(2016.03.22.),184,178,42,8.2
1356,고상한 그녀의 위장연애,로맨스,꿈꾸는이,(2016.05.18.),(2016.06.16.),58,24,113,8.7
1357,창천마신(蒼天魔神) [단행본],무협,김태현,(2015.08.27.),(2016.04.15.),12,29,36,6.9
1358,영세무적,무협,황보세준,(2015.05.08.),(2015.08.21.),91,8,26,8.8
1359,철혈도 [단행본],무협,용대운,(2015.01.27.),(2015.01.27.),12,23,48,8.4
1360,사랑할 수 밖에 없어서,로맨스,느린꽃,(2015.05.08.),(2015.12.14.),126,17,69,8.6
1361,숭인문 [완전판] [단행본],무협,이길조,(2015.02.26.),(2015.02.26.),8,173,136,8.6
1362,19금,19금,19금,19금,19금,19금,19금,19금,19금
1363,아수라 [단행본],무협,한수오,(2014.12.29.),(2014.12.29.),24,19,4,7.2
1364,창룡전기 [단행본],무협,오채지,(2018.01.04.),(2018.01.04.),7,76,23,8.8
1365,21세기 고려인 [단행본],현판,요수해인,(2014.01.08.),(2014.01.08.),8,31,18,7.3
1366,히든 플레이어 [단행본],판타지,비츄,(2015.08.06.),(2015.08.10.),11,76,44,3.9
1367,19금,19금,19금,19금,19금,19금,19금,19금,19금
1368,아이스월드의 은빛유혹 [단행본],로맨스,장소영,(2012.05.24.),(2012.05.24.),2,111,225,9.2
1369,두 눈 뜨고 레벨업 [단행본],현판,김강현,(2015.11.06.),(2016.04.18.),13,31,49,6.6
1370,19금,19금,19금,19금,19금,19금,19금,19금,19금
1371,바보 옹주 금랑 [단행본],로맨스,김원경(WR),(2012.05.16.),(2012.05.16.),1,201,228,9.0
1372,황제의 꿈 [단행본],판타지,이원호,(2012.04.30.),(2014.07.08.),9,13,14,6.0
1373,프로젝트 : 오벨리스크,판타지,AKARU,(2015.07.22.),(2017.02.10.),489,148,23,9.0
1374,십이소 십이다 [단행본],무협,한수오,(2014.09.29.),(2014.09.29.),18,13,14,7.8
1375,셀피어드 전기 [단행본],판타지,김현우,(2013.10.08.),(2013.10.08.),7,24,16,6.4
1376,"떨어지는 꽃, 흐르는 물 (클린 버전)",로판,이새인,(2016.09.27.),(2016.09.29.),81,233,193,9.5
1377,싸울아비 룬 [단행본],판타지,가위,(2015.03.30.),(2015.03.30.),12,65,30,7.7
1378,반골의 귀환,판타지,정주(丁柱),(2016.07.20.),(2017.04.03.),213,53,26,7.2
1379,레벨업하는 몬스터,판타지,지갑송,(2017.04.10.),(2017.07.13.),175,"1,031",274,7.7
1380,궁에는 개꽃이 산다 [단행본],로맨스,윤태루,(2012.01.20.),(2012.01.20.),3,159,316,9.1
1381,스페이스 히어로 [단행본],판타지,제리엠,(2017.01.26.),(2017.01.26.),12,96,37,6.4
1382,천군강림 [단행본],판타지,박승현,(2015.06.16.),(2015.08.05.),13,38,23,5.4
1383,수라왕 외전 [단행본],무협,가나 이대성,(2014.02.06.),(2014.02.06.),2,44,82,7.5
1384,19금,19금,19금,19금,19금,19금,19금,19금,19금
1385,기교소녀는 상처받지 않아(체험판) [단행본],라이트노벨,Reiji Kaito,(2011.11.30.),(2011.11.30.),1,46,6,7.8
1386,新고구려애정사,로맨스,김수미,(2016.07.21.),(2016.07.28.),78,9,41,7.1
1387,더 헌터: 오리지널,판타지,zaksalking,(2015.12.04.),(2016.03.11.),204,43,19,7.2
1388,19금,19금,19금,19금,19금,19금,19금,19금,19금
1389,세계의 왕,판타지,강승환,(2016.07.18.),(2017.03.03.),600,153,46,7.5
1390,너라면,로맨스,아벨,(2015.05.26.),(2015.10.29.),113,17,93,8.2
1391,불멸자,현판,송치현,(2015.11.13.),(2015.12.04.),398,130,32,7.9
1392,신마룡 [단행본],무협,도검,(2017.01.13.),(2017.01.13.),8,26,12,6.2
1393,팽가신화 [단행본],무협,김도훈,(2014.04.01.),(2015.01.22.),12,31,59,5.6
1394,19금,19금,19금,19금,19금,19금,19금,19금,19금
1395,던전십팔기 [완전판] [단행본],판타지,노력형사람,(2016.01.28.),(2016.01.28.),9,49,27,6.2
1396,능력복제술사 [단행본],판타지,김훈(엽사),(2014.04.24.),(2014.04.24.),13,46,33,7.2
1397,무당학사전 [단행본],무협,형상준,(2016.09.05.),(2016.11.17.),7,17,38,6.9
1398,실더,미스터리,라시안,(2013.04.03.),(2013.09.04.),45,34,23,8.8
1399,리바이벌 [단행본],판타지,판타즘,(2012.09.03.),(2012.09.03.),12,42,12,6.8
1400,천풍의 오르가 [단행본],판타지,운월,(2015.02.13.),(2015.04.17.),45,20,19,5.2
1401,19금,19금,19금,19금,19금,19금,19금,19금,19금
1402,19금,19금,19금,19금,19금,19금,19금,19금,19금
1403,19금,19금,19금,19금,19금,19금,19금,19금,19금
1404,노동의 대가 [개정판][단행본],현판,가이하(마룡),(2016.08.25.),(2016.08.25.),19,89,50,4.7
1405,19금,19금,19금,19금,19금,19금,19금,19금,19금
1406,제국의 계보 [단행본],판타지,김경록,(2014.09.19.),(2014.09.19.),8,44,60,8.0
1407,천하제일 쟁자수 [단행본],무협,권인호,(2016.04.08.),(2017.03.09.),12,38,22,5.9
1408,아카디아의 빛,로판,김지유,(2016.11.28.),(2017.02.12.),103,62,155,8.7
1409,만학검전,무협,한성수,(2017.01.01.),(2017.05.13.),226,3,46,6.9
1410,맹수의 어린양,로판,박명식,(2016.06.27.),(2016.07.08.),60,62,136,8.4
1411,대마종 [단행본],무협,임영기,(2014.02.14.),(2014.02.14.),11,48,11,6.8
1412,19금,19금,19금,19금,19금,19금,19금,19금,19금
1413,거침없이 스탯 업,현판,눈매,(2017.03.14.),(2017.09.11.),255,105,50,7.9
1414,기희록(祈姬錄; 비나리가 된 그녀),로판,은텔라,(2014.02.12.),(2015.12.04.),165,55,83,9.2
1415,무애광검 [단행본],무협,백연,(2015.07.17.),(2015.07.17.),5,22,12,7.6
1416,너를 먹겠다,판타지,NZ,(2014.12.22.),(2016.05.06.),183,37,51,7.4
1417,내 안에 몬스터 있다,판타지,형상준,(2016.01.08.),(2016.04.04.),190,36,32,5.5
1418,19금,19금,19금,19금,19금,19금,19금,19금,19금
1419,군대리아 땡보직,판타지,고주진,(2014.09.30.),(2015.07.13.),200,40,21,7.4
1420,풍소천전기 [단행본],무협,이문혁,(2013.01.25.),(2013.01.25.),8,39,18,7.1
1421,내 방어력 무한,판타지,마교졸개,(2016.08.12.),(2016.08.12.),158,136,43,7.3
1422,19금,19금,19금,19금,19금,19금,19금,19금,19금
1423,마부 [단행본],무협,이준호,(2012.09.12.),(2012.09.12.),7,24,19,6.1
1424,버그마스터 [단행본],판타지,건중,(2013.12.06.),(2013.12.06.),5,40,8,6.8
1425,19금,19금,19금,19금,19금,19금,19금,19금,19금
1426,서울에서 온 마법사,판타지,고병인,(2016.12.14.),(2018.09.04.),215,259,95,6.8
1427,신검신화전 [단행본],판타지,김중완,(2012.06.18.),(2012.06.18.),17,36,13,5.6
1428,낭왕전생,무협,신무명,(2015.12.14.),(2016.03.16.),223,15,30,6.8
1429,제왕전기 [단행본],현판,HOON,(2014.07.11.),(2014.07.11.),12,20,24,6.6
1430,내 남자의 첫사랑,로맨스,이예진,(2014.12.23.),(2015.02.13.),58,10,34,8.9
1431,19금,19금,19금,19금,19금,19금,19금,19금,19금
1432,클라우드 영주 [단행본],판타지,운비,(2013.03.20.),(2013.03.20.),6,23,4,6.4
1433,방사(方士),무협,마마소스,(2016.05.18.),(2024.06.21.),186,104,44,8.4
1434,19금,19금,19금,19금,19금,19금,19금,19금,19금
1435,19금,19금,19금,19금,19금,19금,19금,19금,19금
1436,마검패검 [단행본],무협,용대운,(2015.01.27.),(2015.01.27.),12,23,34,9.0
1437,그들의 연애는 특별하지 않다,로맨스,HYEONA,(2014.05.23.),(2015.05.12.),104,73,64,8.8
