,제목,장르,작가,연재 시작일,마지막 연재일,회수,댓글수,추천수,평점
273,내일을 향해 쏴라,판타지,김형석,(2015.09.23.),(2017.01.20.),543,122,112,6.1
274,신승 [단행본],무협,정구,(2014.09.23.),(2014.09.23.),66,258,58,9.0
275,삼류회귀록,무협,묘수,(2016.03.24.),(2017.01.23.),320,265,107,7.8
276,마조흑운기 [단행본],무협,허담,(2012.12.14.),(2012.12.14.),8,193,160,8.1
277,화공도담 [단행본],무협,촌부,(2012.09.24.),(2012.09.24.),10,181,192,8.6
278,무적호위,무협,장담,(2017.12.11.),(2017.12.11.),425,111,25,9.1
279,19금,19금,19금,19금,19금,19금,19금,19금,19금
280,대망,현판,강동호,(2016.02.04.),(2019.08.29.),1002,286,66,9.0
281,전직 폭군의 결자해지,판타지,단우,(2015.08.13.),(2017.11.03.),472,368,138,8.2
282,"아레나, 이계사냥기",판타지,니콜로,(2015.01.16.),(2015.07.15.),199,272,149,8.7
283,꽃들의 왕,로맨스,수(秀),(2014.01.09.),(2014.05.22.),52,160,169,9.4
284,월드 스카이(World Sky),판타지,마신유희,(2014.06.03.),(2016.05.27.),572,176,226,7.1
285,낙향무사 [단행본],무협,성상현,(2014.06.10.),(2014.06.10.),10,95,94,8.3
286,나만의 스킨십 능력자들,로판,김종일,(2016.02.29.),(2017.02.20.),105,107,280,9.0
287,굿 블러드 [단행본],현판,단우,(2014.10.08.),(2014.10.08.),16,229,181,7.5
288,리버스 문 [단행본],판타지,사이딘,(2014.01.17.),(2014.01.17.),9,159,88,7.8
289,단란표국 [단행본],무협,유진산,(2015.11.05.),(2015.11.05.),30,78,58,7.6
290,"안녕, 나의 로맨티스트",로맨스,설래인,(2016.11.01.),(2017.04.04.),91,203,425,9.5
291,칠룡칠마전 [단행본],무협,묘수,(2015.02.17.),(2015.02.17.),15,109,506,6.3
292,엑스터시 그녀,로맨스,한유주,(2016.09.05.),(2017.01.30.),74,91,288,9.3
293,레이븐: 여왕의 수호 목걸이 [독점],판타지,위상 신무광,(2015.07.01.),(2016.01.27.),118,40,154,7.8
294,스니커즈를 신은 소녀 [독점],현판,진저,(2014.04.04.),(2014.10.17.),87,137,248,9.1
295,혈마귀환 [단행본],무협,합마,(2015.12.23.),(2015.12.23.),16,80,97,7.4
296,나의 달콤한 마녀,로맨스,Lee Jihye,(2015.08.31.),(2016.04.01.),69,288,249,9.2
297,19금,19금,19금,19금,19금,19금,19금,19금,19금
298,붉은 늑대[완전판][단행본],판타지,은형로,(2016.01.19.),(2016.01.19.),17,190,151,7.4
299,일도양단 (개정판) [단행본],무협,장영훈,(2014.11.27.),(2014.11.27.),21,340,169,9.2
300,레전드 오브 레전드(LOL),판타지,다원,(2014.07.17.),(2015.08.24.),599,523,112,7.7
301,19금,19금,19금,19금,19금,19금,19금,19금,19금
302,천마류혼기 [독점],무협,초벽,(2014.11.03.),(2017.12.12.),282,126,144,8.0
303,아일랜드,미스터리,윤인완,(2013.09.03.),(2014.08.02.),96,143,144,9.1
304,제국스캔들,로맨스,유오디아,(2015.06.01.),(2015.12.23.),62,147,213,8.7
305,다크메이지 [단행본],판타지,김정률,(2014.10.23.),(2014.10.23.),15,302,129,8.8
306,귀환병사 [단행본],무협,요람,(2015.06.26.),(2015.06.26.),22,136,200,6.6
307,신녀의 서,로판,다인 김민경,(2016.08.30.),(2016.08.30.),132,52,267,8.9
308,레이드 커맨더,판타지,산호초,(2015.06.10.),(2015.08.05.),253,136,130,7.5
309,19금,19금,19금,19금,19금,19금,19금,19금,19금
310,돌아온 스무살,로맨스,손작가,(2017.03.23.),(2017.09.08.),118,92,168,9.7
311,젠틀맨 하우스,로맨스,블루시연,(2014.03.26.),(2014.05.16.),142,173,347,8.3
312,달이 지다 [단행본],무협,풍백,(2013.08.30.),(2013.08.30.),9,85,29,7.5
313,그라운드의 사령관,현판,예성,(2015.12.07.),(2016.03.30.),189,128,90,8.3
314,골든 글러브 [단행본],현판,한유림,(2015.11.05.),(2015.11.05.),12,99,90,8.3
315,칼에 산다,무협,장영훈,(2016.03.17.),(2016.05.12.),150,559,145,9.3
316,19금,19금,19금,19금,19금,19금,19금,19금,19금
317,한입에 꿀꺽,로판,설이수,(2016.07.04.),(2016.07.22.),130,139,374,8.9
318,기적을 그려라!,현판,탈주병,(2016.05.30.),(2018.09.17.),415,192,101,8.0
319,군림천하,무협,용대운,(2016.04.18.),(2019.09.04.),925,"2,402",347,9.5
320,잠룡전설 [단행본],무협,황규영,(2014.05.07.),(2014.05.07.),10,183,168,8.5
321,데우스 엑스 마키나,판타지,레고밟았어,(2014.09.03.),(2022.12.01.),145,256,165,8.0
322,신검화산,무협,자우,(2013.02.07.),(2014.09.16.),177,299,43,8.9
323,통 1부 [장르소설],현판,민(Meen),(2016.02.17.),(2016.02.17.),20,20,55,8.4
324,주인공이 힘을 숨김,판타지,로드워리어,(2016.10.24.),(2017.05.02.),349,"3,800",258,9.4
325,마계대공 연대기 [단행본],판타지,김광수,(2014.08.20.),(2014.08.20.),30,200,161,5.9
326,일보신권 [단행본],무협,시니어,(2014.04.18.),(2015.07.07.),23,231,151,6.7
327,프로페서 [독점],현판,김연우,(2016.06.28.),(2020.09.11.),500,"2,594",309,9.1
328,사또의 여자가 되겠나이다,로맨스,서은진,(2016.09.03.),(2017.07.17.),96,146,242,9.2
329,레벨업 닥터 최기석,현판,윤백현,(2016.10.24.),(2017.11.10.),404,551,120,8.5
330,칼과 드레스,로판,303행성,(2016.09.12.),(2016.09.12.),123,663,294,9.2
331,디오(D.I.O) [단행본],판타지,박건,(2013.12.26.),(2016.08.09.),11,498,179,7.9
332,무정철협 [단행본],무협,월인,(2015.07.01.),(2015.07.01.),10,90,85,8.3
333,용왕자의 난폭한 청혼,로판,NZ,(2016.09.07.),(2017.04.29.),137,152,241,9.1
334,천하제일 이인자 [단행본],무협,월영신,(2014.06.10.),(2014.06.10.),12,118,153,7.9
335,환생재벌,현판,만련자,(2015.12.31.),(2016.04.05.),193,194,77,8.3
336,빅 라이프,현판,우지호,(2016.04.01.),(2016.10.10.),303,488,114,8.8
337,격투의 신,현판,후두마루,(2016.08.26.),(2017.09.01.),453,272,105,8.8
338,19금,19금,19금,19금,19금,19금,19금,19금,19금
339,링커,판타지,킹메이커,(2015.04.09.),(2015.05.07.),191,221,183,8.4
340,무당제자 [단행본],무협,형상준,(2014.09.02.),(2014.09.02.),10,104,142,7.3
341,태양의 그림자,로맨스,Octo,(2016.05.03.),(2016.10.07.),75,29,151,9.3
342,풋볼 매니지먼트,현판,필로스,(2016.04.07.),(2017.04.10.),626,231,75,7.4
343,야차왕 [단행본],무협,가나 이대성,(2014.02.06.),(2014.02.06.),6,59,69,8.1
344,왕이 길들인 새,로맨스,김민주,(2016.10.10.),(2016.10.10.),100,79,300,8.6
345,독보건곤 [단행본],무협,용대운,(2015.01.27.),(2015.01.27.),18,90,48,8.7
346,적룡마제 [단행본],무협,흑야,(2011.06.10.),(2011.06.10.),13,92,80,8.0
347,패왕 묵시록 [단행본],판타지,배현상,(2012.12.06.),(2012.12.10.),15,74,22,6.1
348,패왕의 별 [완전판][단행본],무협,강호풍,(2015.02.06.),(2018.07.03.),30,298,279,8.6
349,음악의 신,현판,이창연,(2016.04.15.),(2017.11.09.),395,142,80,6.3
350,켈베로스,현판,임준후,(2013.05.16.),(2017.02.17.),339,118,103,7.0
351,은밀한 연인,로맨스,파스카,(2016.07.21.),(2016.12.02.),260,102,149,8.6
352,레이드 만물상점,판타지,전혁,(2015.10.26.),(2016.01.22.),167,143,141,6.6
353,크리스털,로맨스,이수림,(2015.10.26.),(2015.10.26.),30,31,230,8.7
354,19금,19금,19금,19금,19금,19금,19금,19금,19금
355,The Man,로맨스,정예인,(2013.12.02.),(2017.12.28.),50,96,34,9.2
356,당신이 잠든 사이에,로맨스,김서현,(2016.11.14.),(2016.11.14.),55,32,197,8.3
357,보표무적 (개정판) [단행본],무협,장영훈,(2014.11.27.),(2014.11.27.),21,251,96,8.9
358,표기무사 [단행본],무협,초우,(2016.02.04.),(2016.04.22.),10,128,103,7.8
359,백호의 나라 [단행본],판타지,다물,(2013.10.01.),(2013.10.01.),14,85,71,7.3
360,표국천하 [단행본],무협,북미혼,(2015.12.23.),(2015.12.24.),10,94,96,7.9
361,메이저리거,현판,강성곤,(2015.08.26.),(2016.03.28.),318,57,47,6.9
362,수호령 [단행본],무협,요도 김남재,(2014.01.23.),(2014.01.23.),9,101,92,8.1
363,고검추산 [단행본],무협,허담,(2013.01.31.),(2013.01.31.),12,111,91,8.7
364,19금,19금,19금,19금,19금,19금,19금,19금,19금
365,시니컬 황후 [단행본],로판,은빈,(2015.01.30.),(2015.01.30.),4,33,194,7.7
366,홍익대제 고건무 [단행본],판타지,매한작,(2014.07.02.),(2017.01.25.),34,110,117,7.6
367,둠스데이,판타지,산호초,(2014.07.21.),(2014.11.17.),248,289,160,8.2
368,천마지존 [단행본],무협,백보,(2014.09.16.),(2014.09.16.),7,101,110,7.8
369,호위무사 [단행본],무협,초우,(2014.11.14.),(2014.11.14.),10,114,136,8.4
370,19금,19금,19금,19금,19금,19금,19금,19금,19금
371,태양의 전설 바람의 노래 2부,무협,백야,(2013.07.18.),(2017.10.27.),325,58,47,8.2
372,우리의 아름다운 밤,로맨스,이 정,(2016.05.09.),(2016.05.17.),66,100,207,9.6
373,내일을 향해 쏴라 [단행본],판타지,김형석,(2016.05.10.),(2016.05.18.),22,102,73,6.5
374,천강기협전,무협,사야공,(2013.09.16.),(2015.01.16.),227,337,141,8.2
375,천잠비룡포 [단행본],무협,한백림,(2013.01.24.),(2014.01.17.),14,218,132,8.7
376,흑광검선 [독점],무협,헌진,(2015.10.06.),(2016.05.27.),113,41,87,8.0
377,더 프레지던트 [단행본],현판,장대수,(2014.01.20.),(2014.01.20.),13,112,70,8.1
378,나의 은밀한 라푼젤,로맨스,허사린,(2015.08.06.),(2015.12.31.),84,43,110,8.1
379,매화검수[외전포함] [단행본],무협,북미혼,(2015.09.24.),(2015.09.24.),12,91,56,8.7
380,아이작 [단행본],판타지,취몽객,(2016.05.19.),(2016.05.19.),10,298,238,8.2
381,"최고다, 강철민",현판,한은솔,(2015.02.05.),(2016.06.30.),379,88,52,6.8
382,불여귀,로판,청몽채화,(2013.11.08.),(2014.03.29.),59,115,143,9.3
383,소드엠페러 [단행본],판타지,김정률,(2014.10.22.),(2014.10.22.),17,213,97,7.8
384,환상야화,로판,차소희,(2015.08.04.),(2016.05.07.),86,61,188,7.8
385,천강기협전 [단행본],무협,사야공,(2015.02.05.),(2015.02.05.),12,125,139,7.9
386,19금,19금,19금,19금,19금,19금,19금,19금,19금
387,강남화타,현판,묘재,(2015.06.03.),(2016.12.19.),255,129,48,5.3
388,골든타임,현판,정용(正龍),(2015.04.07.),(2015.08.12.),154,286,92,8.7
389,한결같은 소유욕,로맨스,윤아진,(2016.07.06.),(2016.07.15.),87,60,355,8.4
390,"무해비록 1, 2, 3부 [단행본]",무협,이훈영,(2015.06.03.),(2015.06.03.),26,69,144,7.8
391,19금,19금,19금,19금,19금,19금,19금,19금,19금
392,스킬메이커,현판,동전파스,(2016.06.03.),(2017.02.03.),299,187,106,7.0
393,워터마스터,현판,골드권,(2016.07.14.),(2018.06.11.),724,60,38,6.7
394,지금 구하러 갑니다 [단행본],무협,남리,(2012.11.30.),(2012.12.05.),6,91,93,8.3
395,30인의 회귀자 [독점],판타지,이성현,(2016.08.03.),(2018.01.21.),200,239,202,8.9
396,천도쟁패 [단행본],무협,묘수,(2015.11.17.),(2015.11.17.),14,72,88,6.5
397,리버스 에이스,현판,한승현,(2016.03.11.),(2016.11.24.),488,116,53,5.2
398,19금,19금,19금,19금,19금,19금,19금,19금,19금
399,흑마법사 무림에 가다 [단행본],무협,박정수,(2014.04.17.),(2014.04.17.),14,181,82,7.6
400,19금,19금,19금,19금,19금,19금,19금,19금,19금
401,나는 감독이다,로맨스,채현,(2014.05.09.),(2014.07.25.),44,359,252,9.5
402,옆집 남자,로맨스,설래인,(2015.06.12.),(2015.06.12.),58,24,182,8.8
403,이매망량애정사,로맨스,수(秀),(2014.02.13.),(2014.02.13.),2,105,180,9.1
404,어게인 마이라이프 [단행본],현판,이해날,(2016.05.04.),(2017.09.26.),20,203,152,8.3
405,판매중지,판매중지,판매중지,판매중지,판매중지,판매중지,판매중지,판매중지,판매중지
406,19금,19금,19금,19금,19금,19금,19금,19금,19금
407,노블레스,판타지,손제호,(2016.12.14.),(2017.04.27.),235,95,354,8.9
408,나를 위해 살겠다,현판,글쟁이S,(2016.06.27.),(2016.08.12.),229,"1,951",251,8.5
409,속도위반 [독점],로맨스,박타래,(2016.12.03.),(2017.05.31.),86,408,990,9.5
410,철권 마종의,무협,한수오,(2015.09.17.),(2017.11.15.),508,36,39,8.0
411,검마왕 [단행본],판타지,송치현,(2012.08.20.),(2012.08.20.),16,69,40,6.8
412,뇌천기 [단행본],무협,주홍지,(2012.12.01.),(2012.12.01.),1,38,16,7.9
413,"송백 1, 2부 [단행본]",무협,백준,(2014.10.24.),(2014.10.24.),16,101,77,8.3
414,이스트 로드 퀘스트,판타지,윤현승,(2015.12.17.),(2020.11.23.),440,"1,608",405,9.8
415,하룬 [단행본],판타지,이현비,(2015.04.07.),(2020.03.24.),56,206,106,7.5
416,19금,19금,19금,19금,19금,19금,19금,19금,19금
417,렛츠 [독점],현판,나민채,(2013.01.15.),(2013.12.13.),96,133,22,8.4
418,죽어야 번다 [단행본],판타지,안현일,(2014.06.11.),(2014.06.11.),7,377,217,8.9
419,더 플레이어 [완전판][단행본],현판,흑아인,(2015.07.16.),(2015.07.16.),11,81,98,7.1
420,무한의 마법사,판타지,김치우,(2016.07.08.),(2023.02.20.),1316,"3,337",206,9.4
421,이무기 전문 클리닉,로맨스,초코칩고기,(2014.02.24.),(2015.04.22.),367,184,241,8.9
422,무적도 [단행본],무협,천봉,(2014.06.10.),(2014.06.10.),11,74,75,7.6
423,블레이드헌터 [단행본],판타지,김정률,(2014.10.21.),(2014.10.21.),10,173,93,8.2
424,초콜릿은 달콤하게 녹는다,로맨스,초콜릿악마,(2016.04.29.),(2016.04.29.),81,35,230,9.2
425,외과의사 엘리제,로판,유인(流人),(2016.03.02.),(2020.05.28.),224,297,268,9.1
426,리미트리스 드림,현판,실탄,(2016.10.10.),(2018.01.05.),609,"1,398",299,8.1
427,마도쟁패 (개정판) [단행본],무협,장영훈,(2014.11.27.),(2014.11.27.),24,289,105,9.4
428,성균관 유생들의 나날 · 규장각 각신들의 나날 [합본],로맨스,정은궐,(2016.09.13.),(2016.09.13.),195,214,165,9.6
429,지독하게 너만을,로맨스,진이현,(2016.09.01.),(2017.02.03.),110,140,137,9.0
430,쟁천구패 [단행본],무협,임준욱,(2015.02.13.),(2015.02.13.),8,87,110,8.7
431,채널 나인,미스터리,가을선,(2014.07.01.),(2014.12.10.),53,260,277,9.3
432,어느 마녀의 회귀록,로판,항낭,(2016.10.05.),(2017.06.21.),95,150,331,8.9
433,개경세원록 [독점],미스터리,박소헌,(2016.05.02.),(2016.12.09.),73,289,351,9.7
434,스펙테이터 [연재 판타지],현판,약먹은인삼,(2014.03.20.),(2015.08.07.),322,260,119,7.0
435,봉서나인,로맨스,원종,(2015.05.18.),(2015.10.08.),104,188,145,9.6
436,너 말고 니 언니,로맨스,용감한 자매,(2016.12.03.),(2017.07.15.),101,297,596,9.3
437,실신남녀,로맨스,이른봄,(2015.09.15.),(2015.12.24.),74,295,336,9.1
438,군주의 여인,로판,독연,(2015.07.13.),(2015.07.13.),82,204,247,8.2
439,자명공자,무협,문운도,(2016.04.08.),(2019.04.12.),589,248,69,8.8
440,적운의 별 [단행본],무협,강호풍,(2014.04.01.),(2014.04.01.),8,125,168,8.2
441,장의사라는 직업에 관하여 [독점],현판,나락,(2013.06.05.),(2013.12.27.),60,158,89,9.0
442,19금,19금,19금,19금,19금,19금,19금,19금,19금
443,둠 브레이커,판타지,백수귀족,(2016.07.01.),(2017.01.06.),224,681,121,7.6
444,대출산시대의 생존,판타지,태양진,(2016.09.02.),(2017.12.21.),400,259,78,8.7
445,묵향,무협,전동조,(2015.05.19.),(2022.11.17.),931,"2,814",546,8.7
446,19금,19금,19금,19금,19금,19금,19금,19금,19금
447,구름공작 [단행본],판타지,전정현,(2015.02.04.),(2015.02.04.),10,89,146,6.6
448,마도전설 [단행본],무협,요도 김남재,(2014.01.23.),(2014.01.23.),6,31,97,8.2
449,검명 [연재 무협],무협,장경,(2015.03.03.),(2017.10.12.),340,112,84,8.3
450,천검제 [단행본],무협,장담,(2014.04.19.),(2014.04.19.),9,56,66,7.9
451,임페리얼 가드 [단행본],판타지,보헤미아,(2013.01.25.),(2013.01.25.),6,295,293,9.0
452,"진가도 1,2부 [단행본]",무협,백준,(2016.03.10.),(2016.11.04.),14,58,44,7.9
453,장강삼협 [단행본],무협,조돈형,(2013.04.03.),(2014.02.11.),16,93,67,7.4
454,19금,19금,19금,19금,19금,19금,19금,19금,19금
455,라이프 미션(완결),판타지,몽연,(2015.08.11.),(2015.11.11.),202,192,130,7.8
456,만석꾼 [단행본],판타지,구사,(2016.04.20.),(2016.04.20.),13,201,99,8.3
457,조선 왕자의 성공기,판타지,솔라,(2015.06.11.),(2017.09.11.),488,71,44,6.2
458,링커 [단행본],판타지,킹메이커,(2016.02.03.),(2016.02.03.),9,99,71,8.1
459,"원나잇 스탠드, 그 후",로맨스,레이지피스,(2016.03.22.),(2016.07.21.),136,174,374,8.3
460,태양을 삼킨 꽃(개정판),로판,해연,(2015.06.19.),(2016.02.03.),338,406,216,9.2
461,용병 블랙맘바,판타지,남양군,(2014.10.30.),(2016.03.07.),760,174,52,8.1
462,다정한 거리 [개정특별판],로맨스,노승아,(2016.01.22.),(2016.01.23.),55,128,203,9.4
463,천마검엽전 [단행본],무협,임준후,(2014.03.18.),(2014.03.18.),11,84,106,8.0
464,신룡의 주인 [단행본],판타지,태선,(2014.04.10.),(2015.12.04.),11,196,261,7.8
465,천.산.루 [연재 무협],무협,조돈형,(2014.04.21.),(2016.12.02.),240,61,56,6.8
466,영웅학개론,현판,담덕,(2016.08.26.),(2016.08.26.),240,68,79,6.8
467,19금,19금,19금,19금,19금,19금,19금,19금,19금
468,나는 대한민국 대통령이다,판타지,브라키오,(2016.10.10.),(2017.01.02.),201,247,140,7.7
469,당신과 나 사이에 없는 것 [독점],로맨스,아라휘,(2017.03.03.),(2017.09.08.),95,"1,463","2,969",9.6
470,라스베가스의 전설-Love in Las Vegas,로맨스,블 루 스 카 이,(2017.02.03.),(2017.03.08.),122,60,123,9.5
471,리셋 2001 [단행본],현판,글바랑은월,(2013.05.16.),(2013.05.22.),7,104,33,7.3
472,귀의 탐,로맨스,여해름,(2016.11.01.),(2016.11.01.),87,42,176,8.1
473,옥타곤의 왕자 [완전판] [단행본],현판,필립,(2015.10.15.),(2015.10.15.),11,148,128,9.0
474,19금,19금,19금,19금,19금,19금,19금,19금,19금
475,여왕의 아이돌,로판,윤점례,(2016.09.04.),(2017.01.04.),82,110,212,9.2
476,양의 탈을 쓴 스폰서.,로맨스,단조,(2014.10.31.),(2015.06.30.),136,77,198,9.2
477,강철군화 오리진,판타지,루이캇트,(2014.11.25.),(2015.09.18.),396,84,77,8.1
478,비정천리,무협,변법가,(2016.01.26.),(2017.03.08.),153,71,49,9.2
479,환생천마 [단행본],무협,장영훈,(2017.08.30.),(2017.09.28.),36,276,66,9.4
480,위저드 스톤,판타지,이경훈,(2016.05.16.),(2024.06.18.),735,"9,005",291,9.1
481,절대군림 [개정판][단행본],무협,장영훈,(2017.04.28.),(2017.04.28.),42,307,60,9.4
482,헌팅 마스터,판타지,꿈팔이소년,(2015.08.21.),(2016.01.26.),184,62,24,6.4
483,19금,19금,19금,19금,19금,19금,19금,19금,19금
484,내 인생 최고의 선물 [독점],로맨스,황민,(2016.12.06.),(2017.06.16.),81,842,"1,321",9.6
485,"아레나, 이계사냥기 [단행본]",판타지,니콜로,(2015.09.18.),(2015.09.18.),8,147,104,7.8
486,19금,19금,19금,19금,19금,19금,19금,19금,19금
487,로드 오브 나이트,판타지,건드리고고,(2015.09.23.),(2016.01.25.),600,101,75,6.1
488,19금,19금,19금,19금,19금,19금,19금,19금,19금
489,"마녀, 소녀 [독점]",미스터리,김종일,(2014.06.03.),(2015.02.26.),78,95,161,9.2
490,마왕 알테어 [단행본],판타지,풍경,(2012.12.06.),(2012.12.10.),7,155,115,8.4
491,19금,19금,19금,19금,19금,19금,19금,19금,19금
492,파병부대 [단행본],판타지,이윤규,(2014.11.10.),(2015.12.01.),15,70,56,7.0
493,마도종사,무협,수담옥,(2015.07.20.),(2017.10.20.),299,122,104,8.2
494,요마전설 [독점][단행본],무협,요도 김남재,(2015.10.13.),(2015.10.13.),9,54,122,8.6
495,전설이 되어 [단행본],현판,HOON,(2014.12.17.),(2015.02.03.),17,80,270,6.3
496,19금,19금,19금,19금,19금,19금,19금,19금,19금
497,용을 삼킨 검,무협,사도연,(2014.03.20.),(2015.09.24.),313,113,129,7.8
498,시공귀환,판타지,흑설검,(2015.08.14.),(2017.11.07.),188,135,49,6.9
499,19금,19금,19금,19금,19금,19금,19금,19금,19금
500,무상검형,무협,호산산,(2015.04.03.),(2016.06.14.),124,70,75,7.9
501,19금,19금,19금,19금,19금,19금,19금,19금,19금
502,천마왕 유세현,판타지,KingsRoad,(2016.08.03.),(2024.06.26.),640,131,56,7.4
503,미들라이커,현판,김현우,(2016.04.15.),(2016.09.09.),257,101,53,7.6
504,대남궁세가 [개정판][단행본],무협,북미혼,(2015.01.15.),(2015.01.15.),11,66,142,8.2
