,제목,장르,작가,연재 시작일,마지막 연재일,회수,조회수,추천수,글자수,선작수
89,선독점 위대한 가문의 검술 천재가 되었다,"판타지, 무협",전욱,2019.11.01 23:05,2021.02.24 18:00,407 회,"8,462,684","204,685","2,828,043","25,494"
90,선독점 십대고수(十大高手),"무협, 퓨전",자견(自遣),2013.08.15 11:20,2014.08.07 05:22,251 회,"2,885,229","104,437","1,603,261","1,986"
91,선독점 제갈무신,무협,무영武映,2023.06.30 06:00,2024.06.25 08:52,173 회,"627,246","11,702","924,489","1,263"
92,선독점 무당패왕(武當覇王),"무협, 판타지",윤신현,2020.01.02 08:26,2020.06.27 11:06,325 회,"3,072,439","77,705","1,741,179","9,756"
93,선독점 시간 정지로 다 죽임,"무협, 퓨전",하이너,2024.01.12 15:17,2024.06.24 21:00,141 회,"571,137","11,670","789,200","2,206"
94,선독점 숨만 쉬어도 무공이 생겨,"무협, 퓨전",정주(丁柱),2022.10.16 14:07,2023.08.02 20:00,202 회,"1,039,908","27,211","1,372,688","3,775"
95,장자지몽 in(책 속의 나와 하나가 되다.),"현대판타지, 무협",안형찬,2017.12.10 06:00,2018.07.24 06:00,196 회,"480,335","11,296","966,651","1,150"
96,선독점 사상 최강의 밀정,무협,침묵적고점,2022.03.07 09:00,2022.09.28 09:00,515 회,"169,445","6,136","3,077,225",813
97,선독점 죽은 협객의 사회,"무협, 현대판타지",김행시,2021.12.20 23:54,2024.04.24 11:31,226 회,"887,119","42,237","1,301,137","6,312"
98,선독점 무림 속 바텐더로 살아남기,"무협, 대체역사",조비본,2023.05.17 19:15,2024.03.01 18:20,215 회,"1,236,044","39,005","1,353,345","6,368"
99,선독점 칼든 자들의 도시,"현대판타지, 무협",장영훈,2018.03.14 16:00,2019.02.18 16:00,300 회,"7,000,305","251,371","1,702,475","23,771"
100,선독점 무림에서 나노머신,"무협, 퓨전",타자씨,2023.01.30 01:12,2024.04.21 11:00,143 회,"812,071","23,803","773,478","2,995"
101,선독점 회귀 서생,무협,다작김절필,2023.07.28 19:00,2024.03.08 23:00,170 회,"1,701,745","42,157","904,531","6,647"
102,선독점 귀검곡주 철무린,무협,한다위,2022.09.19 05:53,2024.06.24 22:30,118 회,"217,969","3,426","663,281",563
103,선독점 검신환생,"무협, 판타지",정석연재,2019.11.18 10:05,2020.09.23 01:02,204 회,"3,502,829","77,910","1,136,980","11,401"
104,묵향,무협,전동조,2015.02.17 12:51,2022.11.17 06:00,931 회,"989,833","27,392","6,527,135","2,061"
105,선독점 남궁세가 역대급 천재 망나니,무협,태무성,2023.11.05 13:38,2024.06.20 18:00,202 회,"438,081","7,877","1,059,648","1,204"
106,선독점 우화등선에 미친 천마가 되었다,"무협, 판타지",담인,2021.03.26 19:00,2021.11.19 07:30,202 회,"1,035,954","20,067","1,164,841","2,523"
107,대륙지존기,무협,건드리고고,2019.01.25 09:49,2019.01.25 09:49,200 회,"20,486",352,"1,306,625",112
108,선독점 비로무한(飛路無限),무협,편광(片光),2022.11.01 13:43,2023.07.04 07:00,211 회,"676,314","22,906","1,094,765","1,927"
109,일인전승(一人全勝),무협,박신호,2016.11.28 17:59,2017.09.22 17:56,260 회,"1,913,869","57,367","1,418,844","3,377"
110,선독점 곤륜패선(崑崙覇仙),"무협, 퓨전",윤신현,2018.08.06 10:34,2019.02.11 09:00,325 회,"3,986,766","105,461","1,737,271","10,763"
