,제목,장르,작가,연재 시작일,마지막 연재일,회수,조회수,추천수,글자수,선작수
117,선독점 삼국지 : 조조의 장남이 되었다,"대체역사, 판타지",검은방,2022.03.09 15:48,2023.02.22 18:00,326 회,"1,729,089","42,731","1,953,004","5,323"
118,위대한 항해,대체역사,이윤규,2023.11.29 14:46,2023.12.01 14:53,377 회,"144,689","3,454","1,991,140",576
119,선독점 핵무기도 만들어 드릴까요?,"현대판타지, 대체역사",북홀릭,2020.09.05 18:15,2022.06.02 18:00,372 회,"9,001,279","200,557","2,451,152","21,039"
120,선독점 프랑스에 전역 따윈 없다,"대체역사, 전쟁·밀리터리",쿤타세계관,2023.02.13 11:43,2024.02.29 18:00,306 회,"1,801,084","68,450","1,845,952","7,150"
121,선독점 통일한국의 냉전시대 이야기 - 1970 대한제국,"대체역사, 현대판타지",채플리스,2021.05.25 22:04,2024.06.24 21:00,687 회,"727,302","14,079","4,647,975","1,312"
122,퓨전 삼국지 천하를 화평하게 하라!,"대체역사, 현대판타지",김현빈,2024.05.29 10:57,2024.06.25 06:00,227 회,"4,727",14,"1,211,064",41
123,선독점 사관이 항해를 너무 잘함,"대체역사, 전쟁·밀리터리",손영석,2022.12.26 12:20,2023.12.15 18:00,331 회,"1,666,438","58,465","2,001,309","6,673"
124,선독점 전생하니 시어머니가 29명,대체역사,간절히,2022.02.05 12:00,2022.11.28 16:00,217 회,"1,101,916","71,411","1,210,688","6,417"
125,"선독점 나, 원균이 되었다?!","대체역사, 전쟁·밀리터리",와우리을리,2022.09.15 21:26,2024.01.31 19:00,283 회,"1,226,361","39,260","1,989,079","4,538"
126,선독점 단종은 한명회가 필요해요,대체역사,수호(秀昊),2023.07.05 18:50,2024.05.14 19:00,250 회,"1,127,409","37,351","1,565,358","4,294"
127,선독점 1941 타임슬립 대전략,"전쟁·밀리터리, 대체역사",knoxk,2021.06.11 22:41,2022.10.01 19:00,402 회,"1,269,097","23,247","2,346,799","2,946"
128,선독점 왜 하필 내가 남이(南怡)야?,"대체역사, 퓨전",다물랑,2023.09.04 13:28,2024.06.24 10:05,290 회,"638,324","17,895","1,754,580","2,399"
129,선독점 삼국지 : 조조의 아들을 죽이다,"대체역사, 판타지",은수랑,2022.04.06 14:00,2023.08.09 14:40,350 회,"908,816","32,308","2,308,001","3,098"
130,선독점 조선전력공사,"대체역사, 퓨전",영협,2022.01.31 16:13,2022.12.26 20:01,275 회,"2,246,679","59,065","1,708,578","9,026"
131,선독점 삼국지 유봉전 : 계한의 부흥,"대체역사, 판타지",은수랑,2018.07.27 15:48,2019.10.23 14:35,362 회,"2,416,475","71,216","2,529,594","4,544"
132,선독점 삼국지 : 조조의 보급관은 살고 싶다,"대체역사, 판타지",히캣,2023.10.29 17:11,2024.05.18 20:20,204 회,"923,280","27,835","1,608,169","4,401"
133,선독점 고종의 그레이트 게임,"대체역사, 전쟁·밀리터리",조동신,2024.01.15 01:33,2024.06.24 18:00,160 회,"158,119","3,433","809,601",911
134,선독점 나는 조선 제일 검이다,"대체역사, 판타지",동쪽사람,2022.02.09 12:00,2022.07.15 12:20,130 회,"326,625","8,865","744,830","1,162"
135,선독점 삼국지 : 슬기로운 병영 생활,"대체역사, 판타지",조작가R,2022.09.02 19:00,2023.08.24 19:00,337 회,"1,806,605","60,324","2,133,084","6,309"
136,선독점 삼국지 풍운을 삼키다,대체역사,간절히,2016.08.30 10:25,2017.03.24 16:00,188 회,"2,997,011","90,147","1,050,313","8,159"
137,선독점 단종이 너무 강함,"대체역사, 판타지",탈닌,2023.01.29 20:14,2023.08.23 17:00,227 회,"1,578,865","66,869","1,336,460","7,873"
138,선독점 동방의 라스푸틴,"대체역사, 전쟁·밀리터리",TheTempes,2021.05.22 10:59,2022.05.08 20:00,400 회,"5,095,512","167,188","2,148,907","14,149"
139,선독점 삼국지 장비전,"대체역사, 퓨전",주룡™,2024.02.03 21:07,2024.06.24 19:00,106 회,"219,483","5,027","579,941",907
140,선독점 금속탐지기로 역사를 바꾼다.,"현대판타지, 대체역사",보명천,2022.11.01 18:45,2023.10.17 15:00,262 회,"1,076,948","26,461","1,451,574","3,801"
141,선독점 영조의 아들로 살아남기,"대체역사, 판타지",날아오르기,2023.07.20 14:14,2024.03.26 12:00,200 회,"823,569","32,848","1,121,402","4,526"
142,선독점 재벌 매니지먼트,"현대판타지, 대체역사",필로스,2017.04.03 17:17,2018.07.02 19:00,850 회,"8,253,736","233,438","4,639,159","11,005"
143,선독점 마지막 바이킹,"대체역사, 전쟁·밀리터리",까다롭스키,2023.01.01 00:57,2023.12.26 19:00,280 회,"498,381","48,615","3,203,824","4,452"
144,선독점 재벌이 회귀했는데 뭔들 못하겠어?,"현대판타지, 대체역사",흑곰작가,2023.04.18 08:15,2023.12.07 18:33,235 회,"1,967,831","42,939","1,213,545","6,583"
145,선독점 비트타는 수양대군,"대체역사, 판타지",담배맛동산,2022.04.07 06:27,2023.02.13 20:00,388 회,"1,478,740","40,035","2,414,493","5,502"
146,삼국지 여포전,"대체역사, 무협",박민우,2015.04.09 09:10,2022.08.08 12:00,"1,677 회","5,288,002","170,062","9,900,618","5,994"
147,선독점 군웅 삼국지 : 원소 셋째 아들 천하를 품다,"대체역사, 판타지",신유(愼惟),2018.04.10 10:53,2018.10.31 16:36,253 회,"2,645,912","63,430","1,412,793","5,833"
148,선독점 조선 출신 중국 대군벌,"대체역사, 전쟁·밀리터리",결욕,2022.12.21 07:50,2024.06.17 12:15,535 회,"1,441,745","60,265","3,468,870","5,483"
149,선독점 패륜으로 시작하는 조선생활,"대체역사, 퓨전",고스름도치,2022.05.11 10:18,2023.01.20 18:05,200 회,"2,270,397","71,279","1,105,499","10,057"
150,선독점 오스만제국 군인으로 살아남기,"대체역사, 전쟁·밀리터리",라가불린,2022.11.01 22:00,2023.08.16 22:06,218 회,"882,185","34,719","1,220,722","4,311"
151,선독점 인조가 선조만큼 런을 잘 침,대체역사,Poket7,2023.10.11 14:00,2024.03.26 17:00,170 회,"529,022","22,875","940,250","3,108"
152,선독점 응답하라 1979,"현대판타지, 대체역사",yespro,2019.12.19 02:16,2020.08.31 10:20,219 회,"3,041,421","78,627","1,139,095","9,057"
153,선독점 유학파 순조대왕,"대체역사, 퓨전",탈닌,2021.10.14 21:31,2022.10.18 09:20,339 회,"2,691,369","112,817","2,110,764","9,793"
154,선독점 여포 LIVE,대체역사,우주귀선,2023.08.17 18:34,2024.06.24 18:00,141 회,"102,443","2,722","782,948",485
155,선독점 게임 재벌,"현대판타지, 대체역사",패스트,2018.03.13 18:00,2020.01.28 08:20,584 회,"2,218,815","59,847","3,162,514","4,405"
