,제목,장르,작가,연재 시작일,마지막 연재일,회수,댓글수,추천수,평점
4703,너는 모르겠지만,로맨스,염원,(2024.04.05.),(2024.04.05.),40,0,좋아요,10.0
4704,"바로, 낙원",로맨스,요조,(2024.04.05.),(2024.04.05.),40,1,좋아요,10.0
4705,내 사랑 식스팩,로맨스,우은솔,(2024.04.05.),(2024.04.05.),40,0,좋아요,0.0
4706,달 그늘 아래 부서진 각인 [단행본],로맨스,무연,(2024.04.05.),(2024.04.05.),3,0,좋아요,10.0
4707,아내 공략 [단행본],로맨스,샤랄릴리유,(2024.04.05.),(2024.04.05.),2,0,좋아요,0.0
4708,19금,19금,19금,19금,19금,19금,19금,19금,19금
4709,유 아 마이 하트,로맨스,수현,(2024.04.05.),(2024.04.05.),37,0,좋아요,10.0
4710,19금,19금,19금,19금,19금,19금,19금,19금,19금
4711,19금,19금,19금,19금,19금,19금,19금,19금,19금
4712,19금,19금,19금,19금,19금,19금,19금,19금,19금
4713,19금,19금,19금,19금,19금,19금,19금,19금,19금
4714,19금,19금,19금,19금,19금,19금,19금,19금,19금
4715,원스 모어(once more),로맨스,수현,(2024.04.05.),(2024.04.05.),36,0,좋아요,10.0
4716,복남이 좀 봐주세요,로맨스,성희주,(2024.04.05.),(2024.04.05.),40,0,좋아요,0.0
4717,19금,19금,19금,19금,19금,19금,19금,19금,19금
4718,19금,19금,19금,19금,19금,19금,19금,19금,19금
4719,결혼 구속,로맨스,트래블러,(2024.04.05.),(2024.04.05.),84,7,1,10.0
4720,광명의 치유사 [GL][단행본],로판,마칸나,(2024.04.05.),(2024.04.05.),1,0,좋아요,0.0
4721,전직 요원은 1타 강사 [단행본],현판,버드와칭,(2024.04.05.),(2024.04.05.),8,0,좋아요,0.0
4722,무과금으로 랭킹 1위가 되는 법,판타지,바난트,(2024.04.05.),(2024.04.05.),250,0,좋아요,9.7
4723,"졸업식이 끝나면, 나는 너를 다시 만날 수 있을까 [GL][단행본]",로맨스,아가토끼,(2024.04.05.),(2024.04.05.),1,0,좋아요,0.0
4724,귀족영애 아카데미의 여장남자로 살아남기,판타지,섬마을김씨,(2024.04.05.),(2024.04.05.),255,6,좋아요,10.0
4725,19금,19금,19금,19금,19금,19금,19금,19금,19금
4726,기사가 A.I.를 숨김 [독점],판타지,대나무집,(2023.11.28.),(2024.04.05.),146,258,15,8.3
4727,악당들에게 키워지는 중입니다,로판,자은향,(2024.04.05.),(2024.04.05.),177,2,좋아요,1.0
4728,아포칼립스 속 집사가 되었다 [단행본],현판,끽끽(喫喫),(2024.04.05.),(2024.04.05.),8,0,좋아요,0.0
4729,19금,19금,19금,19금,19금,19금,19금,19금,19금
4730,19금,19금,19금,19금,19금,19금,19금,19금,19금
4731,19금,19금,19금,19금,19금,19금,19금,19금,19금
4732,여주의 엑스트라 언니는 관두고 싶습니다,로판,링클릿,(2024.04.05.),(2024.04.05.),247,61,좋아요,8.1
4733,악녀 부활 24시,로판,리사벨,(2024.04.05.),(2024.04.05.),190,131,1,9.9
4734,모두의 황녀님,로판,신하연,(2024.04.05.),(2024.04.05.),221,3,좋아요,9.8
4735,흑막 소꿉친구와의 하룻밤을 들키면 죽음 [독점],로판,광산김파도,(2023.11.22.),(2024.04.05.),146,64,좋아요,9.3
4736,19금,19금,19금,19금,19금,19금,19금,19금,19금
4737,농사게임에서 농사만 하라는 법은 없는데 [단행본],로판,윤베리,(2024.04.05.),(2024.04.05.),4,0,좋아요,0.0
4738,19금,19금,19금,19금,19금,19금,19금,19금,19금
4739,19금,19금,19금,19금,19금,19금,19금,19금,19금
4740,가짜 남편을 살려야 하는 이유 [선공개],로판,은소이,(2023.12.15.),(2024.04.05.),180,14,5,8.5
4741,내게 탑 등반은 특권이다 [독점],판타지,신수.,(2023.08.15.),(2024.04.04.),175,348,3,8.5
4742,전속 비서,로맨스,이서한,(2024.04.04.),(2024.04.04.),103,0,좋아요,10.0
4743,위버멘쉬,판타지,성상현,(2024.04.04.),(2024.04.04.),195,8,1,10.0
4744,조선의 혁명을 위하여,판타지,매검향,(2024.04.04.),(2024.04.04.),103,11,좋아요,6.5
4745,파멸 속에서 나를 구원하소서 [단행본],로판,하이픈,(2024.04.04.),(2024.04.04.),5,0,좋아요,0.0
4746,제 이능은 특별합니다,판타지,하마루,(2023.05.15.),(2024.04.04.),317,4,2,8.9
4747,내 마력이 안 줄어듦 [단행본],현판,긍정론적,(2024.04.04.),(2024.04.04.),8,5,1,10.0
4748,전향했더니 천재 투수가 되었다 [단행본],현판,작은우산,(2024.04.04.),(2024.04.04.),5,0,좋아요,0.0
4749,혈음,로맨스,오기,(2024.03.06.),(2024.04.04.),132,0,3,10.0
4750,늑대 저택의 사랑받는 새아가,로판,김노랑,(2024.04.04.),(2024.04.04.),187,29,1,9.5
4751,황제와 공작 부인 [단행본],로판,이라라,(2024.04.04.),(2024.04.04.),2,0,좋아요,0.0
4752,황제와 공작 부인,로판,이라라,(2024.04.04.),(2024.04.04.),58,0,2,10.0
4753,"괴물 에스퍼님, 나를 감금해도 돼",로판,섬연림,(2024.04.04.),(2024.04.04.),142,47,1,9.2
4754,악당 가문의 병약한 막내님,로판,준예,(2024.04.04.),(2024.04.04.),159,4,좋아요,10.0
4755,괴물 공작이 나를 아내로 착각한다,로판,은차,(2024.04.04.),(2024.04.04.),143,21,1,9.7
4756,계약 결혼을 완벽하게 끝내는 방법,로판,은해윤,(2024.04.04.),(2024.04.04.),119,153,1,9.9
4757,19금,19금,19금,19금,19금,19금,19금,19금,19금
4758,19금,19금,19금,19금,19금,19금,19금,19금,19금
4759,19금,19금,19금,19금,19금,19금,19금,19금,19금
4760,19금,19금,19금,19금,19금,19금,19금,19금,19금
4761,19금,19금,19금,19금,19금,19금,19금,19금,19금
4762,19금,19금,19금,19금,19금,19금,19금,19금,19금
4763,19금,19금,19금,19금,19금,19금,19금,19금,19금
4764,귀신 보는 수술의와 하룻밤을 [단행본],로맨스,백희가,(2024.04.04.),(2024.04.04.),3,0,좋아요,0.0
4765,귀신 보는 수술의와 하룻밤을 [외전][단행본],로맨스,백희가,(2024.04.04.),(2024.04.04.),1,0,좋아요,0.0
4766,더는 너를 기억하고 싶지 않았다,로판,가온나라빛,(2024.04.04.),(2024.04.04.),158,0,좋아요,10.0
4767,귀신 보는 수술의와 하룻밤을,로맨스,백희가,(2024.04.04.),(2024.04.04.),109,0,1,0.0
4768,나의 라흐마르 1부,로판,노엘,(2024.04.04.),(2024.04.04.),115,0,좋아요,0.0
4769,19금,19금,19금,19금,19금,19금,19금,19금,19금
4770,19금,19금,19금,19금,19금,19금,19금,19금,19금
4771,어린 흑막의 형수님이 되었다,로판,슈가자몽,(2024.04.04.),(2024.04.04.),185,5,좋아요,8.5
4772,네 동생은 내가 살립니다 [단행본],로판,에이채,(2024.04.04.),(2024.04.04.),5,0,좋아요,0.0
4773,약속의 네버랜드 전우들의 기록 [단행본],라이트노벨,Kaiu Shirai,(2024.04.04.),(2024.04.04.),1,0,1,0.0
4774,옭아맨 관계 [단행본],로맨스,나숙정,(2024.04.04.),(2024.04.04.),2,0,좋아요,0.0
4775,19금,19금,19금,19금,19금,19금,19금,19금,19금
4776,19금,19금,19금,19금,19금,19금,19금,19금,19금
4777,후회하는 폭군 남편이 찾아왔습니다 [단행본],로판,하얀호박,(2024.04.04.),(2024.04.04.),3,0,좋아요,0.0
4778,19금,19금,19금,19금,19금,19금,19금,19금,19금
4779,19금,19금,19금,19금,19금,19금,19금,19금,19금
4780,이런 회귀는 바라지 않았다 [단행본],로판,멜리타,(2024.04.04.),(2024.04.04.),4,0,좋아요,0.0
4781,19금,19금,19금,19금,19금,19금,19금,19금,19금
4782,이런 회귀는 바라지 않았다,로판,멜리타,(2024.04.04.),(2024.04.04.),136,0,좋아요,0.0
4783,"천천히, 미묘하게 [단행본]",로맨스,엘리스턴,(2024.04.04.),(2024.04.04.),4,0,좋아요,0.0
4784,19금,19금,19금,19금,19금,19금,19금,19금,19금
4785,19금,19금,19금,19금,19금,19금,19금,19금,19금
4786,이혼은 전문 변호사에게 맡기세요,로판,우드아트,(2024.04.04.),(2024.04.04.),254,5,좋아요,9.8
4787,19금,19금,19금,19금,19금,19금,19금,19금,19금
4788,19금,19금,19금,19금,19금,19금,19금,19금,19금
4789,19금,19금,19금,19금,19금,19금,19금,19금,19금
4790,19금,19금,19금,19금,19금,19금,19금,19금,19금
4791,돈에 팔린 왕녀는 늑대 황자와 각인했습니다 [독점],로판,몽시,(2024.02.21.),(2024.04.04.),115,73,14,9.6
4792,19금,19금,19금,19금,19금,19금,19금,19금,19금
4793,"사랑은 됐고, 파멸해 줄래요? [독점]",로판,겨울이,(2024.01.24.),(2024.04.03.),120,105,27,8.6
4794,케어,로맨스,홍지흔,(2024.04.03.),(2024.04.03.),109,10,좋아요,9.8
4795,갑자기 괴물 싱어송라이터가 됐다,현판,Boot붓,(2023.09.19.),(2024.04.03.),254,"1,577",10,9.3
4796,K 스타일 푸드 트럭은 진화한다,현판,써브웨이,(2024.01.16.),(2024.04.03.),200,46,2,9.0
4797,강철의 백제,판타지,한혼,(2024.01.31.),(2024.04.03.),153,19,4,9.5
4798,19금,19금,19금,19금,19금,19금,19금,19금,19금
4799,19금,19금,19금,19금,19금,19금,19금,19금,19금
4800,19금,19금,19금,19금,19금,19금,19금,19금,19금
4801,입대하고 보니 축구천재,현판,미도,(2024.01.03.),(2024.04.03.),175,676,4,8.4
4802,감정의 주인 [단행본],로맨스,안나(Anna),(2024.04.03.),(2024.04.03.),3,0,2,10.0
4803,"내 해골병 수 1,682,935,170,627",판타지,남다른,(2023.01.10.),(2024.04.03.),290,"2,378",17,9.0
4804,2회차는 서포터로 캐리합니다 [단행본],현판,소수깡,(2024.04.03.),(2024.04.03.),11,0,좋아요,0.0
4805,마지막 바이킹 [단행본],판타지,까다롭스키,(2024.04.03.),(2024.04.03.),11,0,좋아요,10.0
4806,전 세계 식물의 사랑을 받는 사나이 [단행본],현판,김성열,(2024.04.03.),(2024.04.03.),9,0,좋아요,10.0
4807,온 세상이 로그인,판타지,이금영,(2024.04.03.),(2024.04.03.),204,0,1,10.0
4808,악당 가문의 병약한 막내님 [단행본],로판,준예,(2024.04.03.),(2024.04.03.),5,0,좋아요,0.0
4809,그대는 빛나고 있다 [GL][단행본],로판,따노르,(2024.04.03.),(2024.04.03.),1,0,좋아요,0.0
4810,19금,19금,19금,19금,19금,19금,19금,19금,19금
4811,19금,19금,19금,19금,19금,19금,19금,19금,19금
4812,19금,19금,19금,19금,19금,19금,19금,19금,19금
4813,흑막을 남편으로 삼으려고 합니다 [단행본],로판,까망까망,(2024.04.03.),(2024.04.03.),3,1,좋아요,10.0
4814,흑막을 남편으로 삼으려고 합니다,로판,까망까망,(2024.04.03.),(2024.04.03.),92,0,좋아요,10.0
4815,조선 반도는 두 번째로 불탄다,판타지,박네모,(2024.04.03.),(2024.04.03.),287,24,1,10.0
4816,상인과 번화가의 들개들,로판,단풍나무사탕,(2024.04.03.),(2024.04.03.),40,0,좋아요,0.0
4817,19금,19금,19금,19금,19금,19금,19금,19금,19금
4818,모든 건 아기님 발 아래 [단행본],로판,신양이,(2024.04.03.),(2024.04.03.),8,0,좋아요,0.0
4819,아싸인 내게 벌칙 게임으로 고백해 온 갸루가 아무리 봐도 나한테 반한 것 같다 [단행본],라이트노벨,유이시,(2022.12.07.),(2024.04.03.),6,4,1,10.0
4820,마력 치트인 마녀가 되었습니다 [단행본],라이트노벨,아로하자초,(2024.03.13.),(2024.04.03.),2,0,좋아요,0.0
4821,19금,19금,19금,19금,19금,19금,19금,19금,19금
4822,19금,19금,19금,19금,19금,19금,19금,19금,19금
4823,"초난관 던전에서 10만 년 수행한 결과, 세계 최강 [단행본]",라이트노벨,리키스이,(2023.11.01.),(2024.04.03.),3,0,좋아요,0.0
4824,19금,19금,19금,19금,19금,19금,19금,19금,19금
4825,19금,19금,19금,19금,19금,19금,19금,19금,19금
4826,2회차는 독식하려고 합니다 [단행본],현판,1인5역,(2024.04.03.),(2024.04.03.),8,0,좋아요,7.0
4827,모든 건 아기님 발 아래,로판,신양이,(2024.04.03.),(2024.04.03.),252,0,좋아요,10.0
4828,"길드의 접수원인데, 야근이 싫어서 보스를 혼자 토벌하려고 합니다 [단행본]",라이트노벨,코사카 마토,(2024.04.03.),(2024.04.03.),1,0,좋아요,0.0
4829,스탯보는 천마님,무협,마검,(2024.04.03.),(2024.04.03.),300,2,좋아요,10.0
4830,19금,19금,19금,19금,19금,19금,19금,19금,19금
4831,19금,19금,19금,19금,19금,19금,19금,19금,19금
4832,19금,19금,19금,19금,19금,19금,19금,19금,19금
4833,기여운 스파이,로맨스,김랑,(2024.04.03.),(2024.04.03.),79,0,좋아요,0.0
4834,19금,19금,19금,19금,19금,19금,19금,19금,19금
4835,19금,19금,19금,19금,19금,19금,19금,19금,19금
4836,19금,19금,19금,19금,19금,19금,19금,19금,19금
4837,19금,19금,19금,19금,19금,19금,19금,19금,19금
4838,앨버트가의 영애는 몰락을 소망합니다 [단행본],라이트노벨,Saki,(2018.12.17.),(2024.04.03.),8,1,5,8.9
4839,불가침 [독점],로맨스,빛사,(2024.04.03.),(2024.04.03.),87,21,5,9.5
4840,유녀전기 [단행본],라이트노벨,카를로 젠,(2017.05.22.),(2024.04.03.),14,73,36,9.6
4841,너 따위 재벌[단행본],로맨스,효체,(2024.04.03.),(2024.04.03.),3,0,2,10.0
4842,19금,19금,19금,19금,19금,19금,19금,19금,19금
4843,절대자는 신혼이다 [독점],판타지,현풍,(2023.09.05.),(2024.04.02.),201,247,3,7.2
4844,귀신 덕에 골프 치는 회사원,현판,예린채린,(2024.03.14.),(2024.04.02.),140,127,1,8.8
4845,우주 전쟁의 검성이 되었다 [단행본],판타지,이나르,(2024.04.02.),(2024.04.02.),8,1,좋아요,10.0
4846,일제를 쏴라! [단행본],판타지,언행일치,(2024.04.02.),(2024.04.02.),13,1,좋아요,10.0
4847,"1905 회귀재벌, 천조국 정벌기 [단행본]",판타지,이령,(2024.04.02.),(2024.04.02.),16,0,좋아요,0.0
4848,완벽한 결혼을 거절하는 법 [단행본],로판,포르토피노,(2024.04.02.),(2024.04.02.),5,0,좋아요,9.7
4849,지금 이 순간 [외전포함] [합본],로맨스,이채영,(2024.04.02.),(2024.04.02.),50,0,좋아요,0.0
4850,절대외공 [단행본],무협,김대산,(2024.04.02.),(2024.04.02.),10,0,좋아요,10.0
4851,다크 페더스 [단행본],판타지,국수먹을래,(2024.04.02.),(2024.04.02.),8,0,좋아요,0.0
4852,완벽한 결혼을 거절하는 법,로판,포르토피노,(2024.04.02.),(2024.04.02.),170,0,2,9.8
4853,현대 무림 견문록 [단행본],무협,선불,(2024.04.02.),(2024.04.02.),6,0,좋아요,0.0
4854,"붉은 달 아래, 소녀",로판,차혜영,(2024.04.02.),(2024.04.02.),35,0,좋아요,0.0
4855,방송가 싹쓰리한 예능천재! [단행본],현판,바사라단,(2024.04.02.),(2024.04.02.),5,0,좋아요,0.0
4856,아포칼립스의 호텔왕 [단행본],현판,삼동,(2024.04.02.),(2024.04.02.),5,0,좋아요,0.0
4857,전직 용사는 천만배우 [단행본],현판,야진철,(2024.04.02.),(2024.04.02.),9,0,좋아요,0.0
4858,19금,19금,19금,19금,19금,19금,19금,19금,19금
4859,19금,19금,19금,19금,19금,19금,19금,19금,19금
4860,19금,19금,19금,19금,19금,19금,19금,19금,19금
4861,19금,19금,19금,19금,19금,19금,19금,19금,19금
4862,19금,19금,19금,19금,19금,19금,19금,19금,19금
4863,19금,19금,19금,19금,19금,19금,19금,19금,19금
4864,쓰레기장 속 황녀님,로판,하라쇼,(2024.04.02.),(2024.04.02.),179,21,1,9.8
4865,누가 내 부모를 죽였나 [BL][단행본],BL,은하수,(2024.04.02.),(2024.04.02.),4,0,좋아요,0.0
4866,19금,19금,19금,19금,19금,19금,19금,19금,19금
4867,미드속 씰팀의 막내가 되었다 [단행본],현판,텍스트빌런,(2024.04.02.),(2024.04.02.),8,0,좋아요,10.0
4868,악녀의 맞선남이 너무 완벽하다,로판,채주아,(2024.04.02.),(2024.04.02.),179,350,2,9.1
4869,19금,19금,19금,19금,19금,19금,19금,19금,19금
4870,19금,19금,19금,19금,19금,19금,19금,19금,19금
4871,갈발 녹안 처돌이 게임 기획자가 빙의했다,로판,키유이,(2024.04.02.),(2024.04.02.),130,0,좋아요,0.0
4872,19금,19금,19금,19금,19금,19금,19금,19금,19금
4873,19금,19금,19금,19금,19금,19금,19금,19금,19금
4874,진단율 100% 닥터 뱀파이어 [단행본],현판,유해봄,(2024.04.02.),(2024.04.02.),5,0,좋아요,10.0
4875,한류 씹어먹는 천재 작가 [단행본],현판,주니글왕,(2024.04.02.),(2024.04.02.),7,0,좋아요,0.0
4876,언니 우리 이혼길만 걸어요! [단행본],로판,리휘안,(2024.04.02.),(2024.04.02.),3,0,좋아요,0.0
4877,19금,19금,19금,19금,19금,19금,19금,19금,19금
4878,19금,19금,19금,19금,19금,19금,19금,19금,19금
4879,19금,19금,19금,19금,19금,19금,19금,19금,19금
4880,아카데미 환생 실패자 전형 [단행본],판타지,헤픈로그,(2024.04.02.),(2024.04.02.),21,0,좋아요,0.0
4881,19금,19금,19금,19금,19금,19금,19금,19금,19금
4882,19금,19금,19금,19금,19금,19금,19금,19금,19금
4883,19금,19금,19금,19금,19금,19금,19금,19금,19금
4884,"베드신이라서,",로맨스,온리온,(2024.04.02.),(2024.04.02.),101,0,좋아요,9.3
4885,19금,19금,19금,19금,19금,19금,19금,19금,19금
4886,19금,19금,19금,19금,19금,19금,19금,19금,19금
4887,19금,19금,19금,19금,19금,19금,19금,19금,19금
4888,19금,19금,19금,19금,19금,19금,19금,19금,19금
4889,19금,19금,19금,19금,19금,19금,19금,19금,19금
4890,사방신 [단행본],로맨스,꿀도토리,(2024.04.02.),(2024.04.02.),4,0,좋아요,0.0
4891,19금,19금,19금,19금,19금,19금,19금,19금,19금
4892,19금,19금,19금,19금,19금,19금,19금,19금,19금
4893,정부가 남편이 되었습니다 [독점],로판,배고픈밤,(2023.07.23.),(2024.04.02.),186,125,19,8.1
4894,19금,19금,19금,19금,19금,19금,19금,19금,19금
4895,19금,19금,19금,19금,19금,19금,19금,19금,19금
4896,돌싱 회계사는 재벌이 되기로 했다 [독점],현판,뚜껑84,(2023.09.26.),(2024.04.02.),213,404,13,8.3
4897,19금,19금,19금,19금,19금,19금,19금,19금,19금
4898,레벨업하는 SSS급 포수,현판,오공대,(2024.02.02.),(2024.04.01.),150,137,좋아요,8.5
4899,번개 맞고 축신이 되었다,현판,버몬드,(2024.02.08.),(2024.04.01.),187,59,1,8.3
4900,천재 흑마법사,판타지,노란커피,(2021.09.07.),(2024.04.01.),786,"36,459",257,9.9
4901,14년 차 천재 연습생의 데뷔 공략,현판,메로나르,(2024.04.01.),(2024.04.01.),250,38,1,9.0
4902,19금,19금,19금,19금,19금,19금,19금,19금,19금
4903,19금,19금,19금,19금,19금,19금,19금,19금,19금
4904,쓸모 있는 결혼 [독점],로맨스,타그트라움,(2024.02.28.),(2024.04.01.),82,145,2,9.0
4905,대신관님께 오해라고 전해주세요,로판,서리별가람,(2024.01.05.),(2024.04.01.),155,100,3,9.3
4906,게임 속 1코스트 챔피언이 되었다 [단행본],판타지,물고기달려,(2024.04.01.),(2024.04.01.),9,0,좋아요,0.0
4907,말단 병사가 2회차를 숨김 [단행본],판타지,2차자아,(2024.04.01.),(2024.04.01.),14,0,좋아요,0.0
4908,노을은 지지 않아 [독점],로맨스,콩켸팥켸,(2023.12.07.),(2024.04.01.),83,808,14,9.6
4909,19금,19금,19금,19금,19금,19금,19금,19금,19금
4910,19금,19금,19금,19금,19금,19금,19금,19금,19금
4911,임신 후 도망쳤더니 짝사랑한 남주가 흑막이 되었다 [독점],로판,유연유,(2023.11.11.),(2024.04.01.),175,497,9,8.4
4912,원작이 끝난 뒤 여주인공은,로판,시샘달,(2024.01.26.),(2024.04.01.),135,20,3,9.2
4913,가장 충만한 파괴에 관하여 [외전 선공개],로맨스,솜목화,(2024.04.01.),(2024.04.01.),124,1,1,9.4
