,제목,장르,작가,연재 시작일,마지막 연재일,회수,댓글수,추천수,평점
2155,회귀한 아내가 나를 너무 좋아한다,판타지,요하,2024-05-10,2024-05-10,8,0,0,0.0
2156,사막의 왕자는 여한다,판타지,핀달릴,2021-09-22,2024-05-10,891,960,40,9.0
2157,"운명찬탈자, 미래를 보는 헌터",판타지,범미르,2024-05-10,2024-05-10,558,0,0,10.0
2158,마도귀환록,무협,한유림,2022-05-04,2024-05-10,512,2961,50,8.0
2159,아포칼립스에서 명사수로 살아남기,현판,남극여우야,2024-05-10,2024-05-10,150,68,2,6.9
2160,천재 의사는 열심히 살기로 했다 미니노블,판타지,별그림자,2024-05-10,2024-05-10,100,58,1,9.1
2161,어떤 바람은 사람을 미치게 한다,로판,온밤톨,2024-05-10,2024-05-10,150,52,8,9.5
2162,회귀한 천재 해커는 사이버펑크 세상을 지배한다,판타지,클레어킨,2024-05-10,2024-05-10,8,0,0,0.0
2163,궁궐로 간 택배기사-동궁밀서,로맨스,랑데올로기,2024-05-10,2024-05-10,139,111,26,9.1
2164,봉려강산,로맨스,효운,2024-05-10,2024-05-10,1651,8,0,9.9
2165,봉려강산 1부(5~14권),로맨스,효운(曉云),2024-05-10,2024-05-10,10,0,0,0.0
2166,봉려강산 2부(15~45권),로맨스,효운(曉云),2024-05-10,2024-05-10,31,0,0,0.0
2167,봉려강산 2부(46권),로맨스,효운(曉云),2024-05-10,2024-05-10,1,0,0,0.0
2168,봉려강산 외전,로맨스,효운(曉云),2024-05-10,2024-05-10,2,0,0,0.0
2169,봉려강산 1부(1~4권),로맨스,효운(曉云),2024-05-10,2024-05-10,4,0,0,0.0
2170,고십팔랑,로맨스,희행,2024-05-10,2024-05-10,269,23,0,9.9
2171,잉여불숙,로맨스,의천중,2024-05-10,2024-05-10,10,0,0,9.7
2172,키우던 고양이와 결혼했습니다,로판,새벽너울,2024-05-10,2024-05-10,4,0,0,0.0
2173,가짜인데 왜 이러세요?,로판,사장님,2024-05-10,2024-05-10,101,146,6,9.5
2174,"결국, 결혼",로맨스,한사름,2024-05-10,2024-05-10,81,58,2,9.5
2175,끝이 정해진 사이,로맨스,은율아,2024-05-10,2024-05-10,93,164,9,9.8
2176,결혼의 소실,로맨스,채스카,2024-05-10,2024-05-10,60,18,0,9.0
2177,고대로 돌아간 수의사,로맨스,희행,2024-05-10,2024-05-10,8,2,1,10.0
2178,옥당금규,로맨스,한청낙화,2024-05-10,2024-05-10,354,2,0,9.9
2179,어째서 부부 스캔들,로맨스,오묘희,2024-05-10,2024-05-10,72,114,2,9.8
2180,던전 경영만 했는데 세계관 빌런이 되었습니다 미니노블,판타지,골드린,2024-05-10,2024-05-10,100,26,5,8.9
2181,초후,로맨스,희행,2024-05-10,2024-05-10,369,28,0,10.0
2182,농녀진주 유한생활,로맨스,천묵,2024-05-10,2024-05-10,30,0,0,10.0
2183,난군,로맨스,한청낙화,2024-05-10,2024-05-10,209,14,0,10.0
2184,묵상,로맨스,한청낙화,2024-05-10,2024-05-10,451,0,0,10.0
2185,금동,로맨스,한청낙화(闲听落花),2024-05-10,2024-05-10,464,12,0,9.8
2186,안아줘 그리고 죽여줘,로판,유연아,2024-02-14,2024-05-10,122,31,3,9.4
2187,"제발 참아주세요, 폭군님!",로판,롸따뚜이,2024-05-10,2024-05-10,119,7,5,8.9
2188,육궁봉화 외전포함,로맨스,심조실락적애정,2024-05-10,2024-05-10,27,2,0,10.0
2189,장주(掌珠),로맨스,의지지,2024-05-10,2024-05-10,279,112,1,9.7
2190,솜뭉치 아기 여우는 미친 흑막만 깨물어요,로판,권라엘,2024-03-08,2024-05-10,125,119,5,9.4
2191,방구석 네크로맨서,판타지,차재현,2023-10-17,2024-05-10,200,331,4,7.7
2192,금수저 생활백서,현판,강동호,2024-05-10,2024-05-10,28,0,0,10.0
2193,과금을 유도했다가 빙의한 건에 대하여 BL,로맨스,누룽지펭귄,2024-05-10,2024-05-10,4,0,0,0.0
2194,전쟁영웅 말고 배우가 하고 싶습니다 BL,로맨스,깅엄체크펭귄,2024-05-10,2024-05-10,169,0,0,0.0
2195,중생지금수적녀,로맨스,취풍마,2024-05-10,2024-05-10,644,340,0,10.0
2196,중생지금수적녀 20권,로맨스,취풍마,2024-05-10,2024-05-10,1,0,0,0.0
2197,중생지금수적녀 1~19권,로맨스,취풍마,2024-05-10,2024-05-10,19,2,0,10.0
2198,미칠 때까지,로맨스,유라떼,2021-11-10,2024-05-10,91,2024,30,8.6
2199,무지개를 보는 천재마법사,판타지,얼음커피,2023-03-07,2024-05-09,341,2812,48,9.7
2200,연기파 천재작가는 회귀가 필요없다,현판,테르치,2024-01-05,2024-05-09,200,212,6,9.0
2201,은퇴 성녀가 집값 올려드립니다,로판,단디,2023-11-27,2024-05-09,173,1300,17,9.6
2202,미친괴물복서가 되었다.,현판,김창용,2024-02-08,2024-05-09,172,21,1,7.3
2203,특별한 면접(개정판),로맨스,에플로레스,2024-05-09,2024-05-09,181,1,1,10.0
2204,증오라 쓰고 사랑이라 읽는다.,로맨스,에플로레스,2024-05-08,2024-05-09,158,0,1,10.0
2205,한국인이 북미 서버를 령함,현판,도도새사촌,2023-12-20,2024-05-09,203,786,6,7.7
2206,미국 재벌가 천재 사생아,현판,서야,2024-03-25,2024-05-09,221,63,6,9.1
2207,가면꽃 작가님,로판,작은밤,2024-05-09,2024-05-09,191,0,0,0.0
2208,가시꽃의 이중주,로맨스,나자혜,2024-05-09,2024-05-09,113,0,0,0.0
2209,우리들의 시간꽃,로맨스,나자혜,2024-05-09,2024-05-09,49,0,0,0.0
2210,어떤 시체의 레벨업,판타지,낙하성,2024-02-20,2024-05-09,89,925,22,8.8
2211,잼잼,로맨스,은서정,2024-05-09,2024-05-09,60,146,0,8.9
2212,어느날 갑자기 작전이 보인다,현판,드렁컨66,2024-05-09,2024-05-09,11,0,0,9.3
2213,"스타셰프, 분식 아들되다",현판,맛있는요리,2024-05-09,2024-05-09,136,2,0,9.3
2214,마나 없이 회귀한 S급 용병,판타지,참깨로션,2024-05-09,2024-05-09,9,0,0,9.5
2215,정체를 들키면 퇴학이다,로판,숲지,2024-05-09,2024-05-09,226,9,1,9.8
2216,구원이 필요하신가요?,로판,예훤,2024-05-09,2024-05-09,201,0,0,10.0
2217,곧 망할 가문의 계약직 딸이 되었다,로판,하라쇼,2024-05-09,2024-05-09,130,7,0,10.0
2218,전개가 바뀌지 않아서 장르를 바꾸려고 합니다 GL,로판,루로레,2024-05-09,2024-05-09,2,0,0,0.0
2219,저주받은 공작가의 안주인이 되어 버렸다 외전,로판,김솜솜,2024-05-09,2024-05-09,1,0,0,0.0
2220,구원자의 발밑에서,로판,폼숲,2024-05-09,2024-05-09,5,0,1,10.0
2221,강철을 먹는 플레이어,현판,지점장,2022-02-14,2024-05-09,17,51,1,9.0
2222,빙의자를 즉결 처형합니다,판타지,밀크초코,2024-05-09,2024-05-09,9,0,0,10.0
2223,1000만 스트리머 퇴마사,현판,차우렌즈,2024-05-09,2024-05-09,314,21,1,6.3
2224,저주받은 공작가의 안주인이 되어 버렸다,로판,김솜솜,2023-03-15,2024-05-09,194,25,3,9.1
2225,지극히 일방적인,로맨스,구여르미,2024-05-08,2024-05-08,83,0,0,10.0
2226,무한초월 네크로맨서,현판,한소,2023-09-26,2024-05-08,221,781,7,8.3
2227,내 머릿속 소드마스터,판타지,괴도고구마,2023-12-05,2024-05-08,152,60,2,8.7
2228,세상을 구해 볼 생각이다,판타지,양강,2024-04-24,2024-05-08,134,20,0,7.0
2229,무한 인벤토리 들고 무한회귀,현판,중원(衆員),2023-10-06,2024-05-08,345,2399,16,8.5
2230,이걸 실장님이? : 아이돌 방생 프로젝트,현판,센소리올,2024-05-08,2024-05-08,13,0,0,0.0
2231,신화급 이세계 푸드트럭,판타지,이성현,2024-05-08,2024-05-08,9,0,0,0.0
