,제목,장르,작가,연재 시작일,마지막 연재일,회수,댓글수,추천수,평점
2410,잔혹한 결혼,로맨스,서이현,2024-03-29,2024-05-01,70,102,2,7.6
2411,"전하, 덕질이 나쁜 건 아니잖아요",로판,진리옐,2024-03-08,2024-05-01,147,21,1,8.3
2412,"이제, 가족을 버릴 시간입니다",로판,프롤리,2024-03-15,2024-05-01,115,21,4,8.8
2413,짓밟힌 낙원 외전,로맨스,민지안,2024-03-13,2024-05-01,75,857,0,8.9
2414,우아한 복수,로맨스,동해물,2024-04-12,2024-05-01,65,99,1,8.7
2415,잡을 수 없는 밤 외전,로맨스,이한나,2023-12-08,2024-05-01,93,102,5,8.3
2416,신의 신부로 바쳐졌다,로판,모라니,2024-01-31,2024-05-01,107,47,1,8.7
2417,나쁜 후배,로맨스,이리안,2024-02-09,2024-05-01,77,25,4,9.0
2418,피폐물 남주의 하녀가 되었다,로판,도유하,2023-08-05,2024-05-01,133,260,7,9.3
2419,"오만한 공작님, 후회하세요",로판,정샘,2023-11-01,2024-05-01,126,39,6,9.2
2420,의원 집 외동딸,로맨스,원종,2024-01-31,2024-05-01,129,181,5,9.8
2421,폭군님의 사랑을 응원했는데요 외전,로판,김솝,2024-05-01,2024-05-01,165,62,2,9.9
2422,나를 죽인 황제와 결혼했다,로판,혜사,2023-12-27,2024-05-01,162,60,5,9.5
2423,피를 봐야 사는 남자,로맨스,한노루,2024-03-01,2024-05-01,81,170,12,9.2
2424,컨셉러가 최강 스승임,로판,뽕따맛스크류바,2023-09-05,2024-05-01,146,2152,45,9.6
2425,남주의 현대 적응을 돕고 있습니다만,로판,벨티에,2024-05-01,2024-05-01,174,0,0,10.0
2426,선 넘는 짐승남,로맨스,루영,2024-03-01,2024-05-01,65,134,14,9.6
2427,무협 고수가 판타지에 떨어지면,로판,보라인어,2024-05-01,2024-05-01,348,1,0,8.7
2428,남편이 네발로 걷는다,로판,유니도,2024-03-30,2024-05-01,135,71,3,9.4
2429,당신들의 업보가 되었다,로판,비나랑,2023-12-27,2024-05-01,193,104,2,9.3
2430,남편의 체온,로맨스,초아(Caoa),2023-11-24,2024-05-01,129,162,1,9.3
2431,연하 흑막의 발칙한 구애,로판,온나달,2024-04-03,2024-05-01,120,121,6,9.4
2432,천재 축구감의 2회차,현판,주주총회,2023-11-29,2024-04-30,220,1485,12,9.5
2433,법보다 주먹 개정판,현판,백범(白帆),2022-03-16,2024-04-30,680,93,3,9.3
2434,SSS급 고물장수,현판,티미,2023-07-25,2024-04-30,302,697,13,7.9
2435,건어물 가시,현판,9이닝,2024-04-10,2024-04-30,60,5,3,10.0
2436,"삼국지, 고순의 몸에 빙의했다",판타지,백마장사,2024-01-26,2024-04-30,200,200,5,8.6
2437,하늘에 재림할 때 외전 BL,로맨스,태묘연,2024-04-30,2024-04-30,1,0,0,0.0
2438,하늘에 재림할 때 BL,로맨스,태묘연,2024-04-30,2024-04-30,2,0,0,0.0
2439,소꿉친구의 흑화를 막지 못했다,로판,건곤해,2024-04-30,2024-04-30,5,0,0,0.0
2440,이동 요새로 아포칼립스 살아남기,판타지,스타퍼,2023-12-19,2024-04-30,200,831,10,8.9
2441,달빛이 반짝반짝,로판,이야기 나누기,2017-05-29,2024-04-30,97,0,3,10.0
2442,그대를 사랑해...아직도 난,로맨스,깡로,2024-04-16,2024-04-30,115,0,1,10.0
2443,절대 반지로 SSS등급 용병,판타지,Primus,2024-04-30,2024-04-30,189,1,0,1.0
2444,너 때문에 미칠 것 같아,로맨스,사루비아,2022-04-18,2024-04-30,27,1,0,7.9
2445,"사나래, 발칙한 후궁",로판,여드리,2024-04-30,2024-04-30,5,0,0,0.0
2446,고아가 돈을 너무 잘 범,현판,걸다백,2024-04-30,2024-04-30,8,0,0,0.0
2447,"폐하, 연하남은 질색이라서요!",로판,유혜령,2024-04-30,2024-04-30,5,0,0,0.0
2448,스폰서,로맨스,김난윤,2024-04-30,2024-04-30,5,0,0,0.0
2449,메탈헌터,현판,와이번스,2024-04-30,2024-04-30,10,0,0,0.0
2450,메탈헌터개정판,현판,와이번스,2024-04-30,2024-04-30,200,0,0,10.0
2451,근무 중 이상 유,현판,물샘,2024-04-30,2024-04-30,5,0,0,0.0
2452,여주가 남주를 죽였다,로판,진수윤,2024-04-24,2024-04-30,119,47,1,8.7
2453,회귀자 전담 처리반,판타지,수원불나방,2024-04-30,2024-04-30,200,1,2,9.6
2454,영업왕 관상가,현판,차우렌즈,2024-04-30,2024-04-30,200,4,0,8.4
2455,삼국지: 입촉부터 시작하는 장완의 삶,판타지,류진호,2024-01-11,2024-04-29,200,303,1,8.9
2456,흑막 황자의 개로 취업했습니다,로판,진숲,2022-04-12,2024-04-29,212,327,10,9.0
2457,뒷골목 마법사의 회귀생활,판타지,카이로스,2024-04-29,2024-04-29,28,39,0,9.0
2458,허니러스트,로맨스,강선애(지니안),2024-04-29,2024-04-29,3,0,0,0.0
2459,허니러스트 외전,로맨스,강선애(지니안),2024-04-29,2024-04-29,1,0,0,0.0
2460,"대공님, 좋아하지만 죽어 주세요!",로판,꽃돌게,2023-11-03,2024-04-29,133,157,16,9.6
2461,악녀를 물로 보면 크게 다쳐요!,로판,딸기초밥,2024-04-29,2024-04-29,5,0,0,0.0
2462,저주와 은!총!,판타지,쌍클레어,2024-04-29,2024-04-29,130,1,6,10.0
2463,돈빨 - 운명의 거래자,판타지,최은성,2024-04-29,2024-04-29,8,0,0,0.0
2464,책 말미에 여우는,로맨스,디키탈리스,2024-04-29,2024-04-29,88,866,42,9.5
2465,성녀는 북부 대공의 딸이 되었습니다,로판,김뽀삐,2024-04-29,2024-04-29,6,3,0,10.0
2466,올 스킬 마스터,판타지,빈형,2024-04-29,2024-04-29,10,1,0,10.0
2467,마법학교 앞멸 천재가 되었다,판타지,은밀히,2024-04-29,2024-04-29,26,13,0,10.0
2468,악역 왕비는 이혼을 원합니다,로판,민트줄렙,2024-04-29,2024-04-29,4,0,0,0.0
2469,뺏긴 이름,로맨스,파란드,2024-02-23,2024-04-29,96,633,14,9.3
2470,"당신에게 나는 과분해요, 여보",로판,애플97,2024-04-17,2024-04-29,135,78,0,8.5
2471,북부 대공은 남주가 아니다,로판,이유설,2024-04-29,2024-04-29,4,0,0,0.0
2472,약 만드는 시한부 악녀님,로판,밍부뭉,2023-12-20,2024-04-29,196,1,1,10.0
2473,검명무명,무협,자우,2024-04-28,2024-04-28,200,74,0,9.0
2474,권능의 마갑,현판,쥬시,2024-04-28,2024-04-28,10,3,0,10.0
2475,삼킨 결혼,로맨스,은서정,2024-04-22,2024-04-28,118,1676,5,8.8
2476,젖은 몸짓,로맨스,박연필,2024-04-17,2024-04-28,68,386,10,9.8
2477,천재 투수가 170km를 숨김,현판,단팥빵소년,2023-09-13,2024-04-27,412,2086,21,8.6
2478,DARK MOON: 바르그의 피,로판,HYBE,2024-04-27,2024-04-27,114,306,59,9.3
2479,좀비물 민폐 악녀가 된 K직장인,로판,유지민,2023-12-19,2024-04-27,179,3743,49,9.8
2480,집착대공의 품에서 벗어나려면,로판,비첼,2024-01-03,2024-04-27,137,101,10,9.6
2481,재벌 교수님의 은밀한 조교,로맨스,은요12,2024-02-16,2024-04-27,101,282,7,9.6
2482,3회차 타자는 조용히 살 수 없다,현판,처음N,2024-01-05,2024-04-26,225,390,7,8.9
2483,MLB의 문제아가 되었다,현판,콜비플,2023-09-05,2024-04-26,251,281,6,8.7
2484,S급 가이드는 쉬고 싶다,로판,박규린,2024-02-23,2024-04-26,128,465,8,9.2
2485,마신은 평화롭게 살고 싶다,현판,구사,2022-02-25,2024-04-26,14,4,1,7.8
2486,무(한)과금 헌터의 던전 육성법,판타지,필리포스,2024-04-26,2024-04-26,8,0,0,0.0
2487,10만 마검의 주인이 되었다,현판,남호원,2024-04-26,2024-04-26,8,0,0,0.0
2488,역대급 시한부 공략자,판타지,근몽,2024-04-26,2024-04-26,8,0,0,0.0
2489,뱀처럼 야하게,로맨스,원도환,2022-10-04,2024-04-26,14,0,0,10.0
2490,거짓말,로맨스,마뇽,2024-04-26,2024-04-26,55,93,8,9.8
2491,템빨,판타지,박새날,2015-04-03,2024-04-26,2032,18933,1003,8.7
2492,아카데미 무투 천재가 되었다,현판,월호,2023-09-26,2024-04-26,174,380,16,9.0
2493,우리 사장님은 드래곤,판타지,송제연,2023-01-10,2024-04-26,348,207,12,7.3
2494,미친 네크로맨서의 회귀,판타지,Takeoff,2023-10-31,2024-04-26,200,71,7,7.9
2495,결혼 계약 보고서,로맨스,조연진,2024-04-26,2024-04-26,3,0,0,0.0
2496,악역을 자처하겠습니다 미니노블,현판,키위소다,2024-04-26,2024-04-26,100,10,4,7.2
2497,그와 내게 남겨진 것,로맨스,수상한쿠키,2024-04-26,2024-04-26,83,17,12,9.8
2498,신의 피아니스트 김도진 미니노블,현판,키치남,2024-04-26,2024-04-26,100,268,30,9.1
2499,못된 스폰서,로맨스,하신,2024-04-26,2024-04-26,80,60,0,9.6
2500,날 죽일 집착광공에게서 살아남는 법,로판,Miny,2024-04-26,2024-04-26,109,23,1,9.0
2501,내 딸이 로또를 주웠다,현판,랑몰아,2024-04-26,2024-04-26,8,0,0,0.0
2502,약빨로 천재 검사,현판,글덕배,2024-04-26,2024-04-26,12,0,1,0.0
2503,폭군 아빠의 죽은 아내라고요?,로판,송아버섯,2024-04-26,2024-04-26,126,35,2,8.3
2504,카르젠의 야수,로판,피엘,2024-04-26,2024-04-26,2,0,0,0.0
2505,라마르크 언덕에서,로판,시렌테,2024-04-26,2024-04-26,150,7,1,9.8
2506,하다하다 아이돌 빙의글에 빙의되었다,로판,문라이트,2023-12-15,2024-04-26,201,16,3,8.9
2507,사적인 밤,로맨스,핑크아몬드,2024-04-26,2024-04-26,74,5,2,9.9
2508,전무님은 하룻밤이 부족하다,로맨스,한여름이었다,2024-04-26,2024-04-26,94,248,6,9.7
2509,최애가 무조건 죽어버리는데요? GL,로판,이채라,2024-04-26,2024-04-26,2,0,0,0.0
2510,빌런들에게 월세를 받고 있습니다,로판,하라,2024-04-26,2024-04-26,5,0,0,0.0
2511,아카데미의 천재칼잡이,판타지,서관도,2022-06-10,2024-04-25,517,8488,291,9.7
2512,홈런에 미친놈,현판,박경원,2023-12-11,2024-04-25,201,288,5,8.7
2513,숨겨진 거물이 전역해버렸다,판타지,옆동네형,2024-01-18,2024-04-25,198,206,2,9.2
2514,"선생님, 파이어볼이 이상해요!",판타지,A메리카노,2023-10-24,2024-04-25,262,162,3,8.9
2515,죽은 협객의 사회,무협,김행시,2022-09-30,2024-04-25,226,1562,15,9.8
2516,더 에이전트: File 1899,판타지,안민혁,2023-05-31,2024-04-25,294,122,4,9.4
2517,트립한국 1933 호주에서 시작하다,현판,적운창,2023-10-04,2024-04-25,357,2532,18,8.8
2518,기후나무,현판,이혜부,2024-04-25,2024-04-25,100,3,0,8.5
2519,내 가짜 남편이 너무 다정하다 특별외전,로판,mucury,2024-04-25,2024-04-25,1,0,0,0.0
2520,폭설 IF외전,로맨스,비설,2024-04-25,2024-04-25,1,0,0,10.0
2521,후회는 필요 없습니다 추가외전,로판,백이듬,2024-04-25,2024-04-25,1,0,0,0.0
2522,쫓겨날 처지의 공작 부인에게 빙의되었다,로판,이니피스,2024-04-25,2024-04-25,4,0,0,0.0
2523,계략 비서 외전 포함,로맨스,윤에니,2024-04-25,2024-04-25,88,1,0,10.0
2524,계략 비서,로맨스,윤에니,2024-04-25,2024-04-25,2,0,0,0.0
2525,계략 비서 외전,로맨스,윤에니,2024-04-25,2024-04-25,1,0,0,0.0
2526,깨물고 싶은 BL,로맨스,해목,2024-04-25,2024-04-25,6,0,0,0.0
2527,서부로 간 검은머리 용병,판타지,노오력.,2023-10-17,2024-04-25,28,2,1,10.0
2528,만천화우 이초식,무협,은하성은,2023-06-06,2024-04-25,263,199,12,8.6
2529,애드립의 신,현판,서촌,2023-09-16,2024-04-24,220,2816,23,8.6
2530,아카데미는 올림포스와 함께,판타지,동굴과습지,2023-07-11,2024-04-24,217,464,3,8.8
2531,눈떠보니 선조대왕,판타지,브루마블,2023-12-05,2024-04-24,302,195,4,7.0
2532,마법 명가의 암흑 천재,판타지,웹중,2023-07-18,2024-04-24,200,247,1,7.9
2533,도제환생록,무협,등천패왕,2023-08-29,2024-04-24,202,247,0,8.8
2534,불곰국은 이제 제겁니다,현판,코알라,2023-08-23,2024-04-24,300,426,18,7.4
2535,변방의 외노자,현판,후로스트,2020-08-19,2024-04-24,390,9428,274,9.8
2536,인생 2회차는 슈퍼 에이스,현판,강성곤,2024-01-12,2024-04-24,185,18,0,8.3
2537,악역을 포기하니 집착이 시작되었다,로판,핑크림,2023-11-20,2024-04-24,190,840,15,8.6
2538,모래판의 천재 돌아이,현판,수원불나방,2024-04-24,2024-04-24,100,0,2,9.5
2539,조폭 아니고 천재작가입니다.,현판,이하담담,2023-11-21,2024-04-24,150,150,4,7.9
2540,여배우들이 노가다 최 씨를 원함,현판,만슬라,2024-04-24,2024-04-24,9,1,0,0.0
2541,THE 런웨이 외전,로맨스,Hirachell,2024-04-24,2024-04-24,1,1,0,10.0
2542,피폐물 속 유일한 햇살,로판,마뱃,2024-04-24,2024-04-24,112,128,0,9.3
2543,재벌 잡는 열혈 검사,현판,태산범,2024-04-24,2024-04-24,8,1,0,1.0
2544,첫 경험,로맨스,문정민,2024-04-24,2024-04-24,70,15,1,9.2
2545,탐련화(耽戀花),로맨스,구다윈,2024-04-12,2024-04-24,83,0,1,10.0
2546,귀환한 헌터는 잘 살아보려 합니다,현판,정원정,2023-05-16,2024-04-24,166,15,0,3.9
2547,"천재 번역가, 출판재벌 되다",현판,디트리히21,2024-01-08,2024-04-23,250,66,4,9.0
2548,진홍의 용린,현판,Skybear,2021-07-28,2024-04-23,597,6,0,6.5
2549,가짜 공녀에게 복수를,로판,KHana,2023-06-23,2024-04-23,417,443,19,9.4
2550,초인전: 동방의 불꽃,무협,연학,2024-04-23,2024-04-23,628,1,1,10.0
2551,스탯보는 사이비 무당님,현판,포기하지마,2023-09-26,2024-04-23,301,561,3,9.2
2552,악당 가족이 립을 반대한다,로판,이흰,2022-07-03,2024-04-23,292,3412,322,9.9
2553,다크 판타지 속 망나니 배달기사,판타지,철학숙제,2024-04-23,2024-04-23,160,0,0,0.0
2554,치트키를 전수받음,현판,서아,2024-04-23,2024-04-23,117,3,0,6.7
2555,삼국지 간신이 되다,판타지,몽작(夢作),2024-04-23,2024-04-23,14,1,0,1.0
2556,내 머릿속 드래곤,판타지,시난,2024-04-23,2024-04-23,6,0,0,0.0
2557,군림천마,무협,이루성,2024-04-23,2024-04-23,12,0,0,10.0
2558,엘샤 꽃나무 아래에 앉아서 개정판,로판,양효진,2024-04-23,2024-04-23,162,0,0,0.0
2559,시한부 드래곤의 생존법,판타지,레드리프,2024-04-23,2024-04-23,14,0,0,0.0
2560,맑은 하늘 푸른 잎새 외전포함,로판,한하연,2024-04-23,2024-04-23,152,0,0,0.0
2561,죽은 연인이 폭군이 되어 돌아왔다 클린버전,로판,밀밭,2024-04-23,2024-04-23,36,0,0,0.0
2562,남주의 여동생은 오늘도 서럽다,로판,이안결,2024-04-23,2024-04-23,169,2,1,10.0
2563,삼국지 마대가 되었다,판타지,마음의음식,2024-04-23,2024-04-23,14,0,0,0.0
2564,즐거운 아포칼립스 생활,현판,눌프,2024-04-23,2024-04-23,10,0,0,7.0
2565,바람을 다스리다,무협,프로매니아,2024-04-23,2024-04-23,10,0,1,9.9
2566,김대리가 이렇게 일을 잘했다고?,현판,왕십리글쟁이,2024-04-23,2024-04-23,7,0,0,10.0
2567,기억만 지우려 했는데 계약을 해버렸다,판타지,Parupe,2024-04-23,2024-04-23,241,1,0,5.5
2568,산드라 잡화에 어서 오세요,로판,옐옐,2024-04-23,2024-04-23,3,0,0,0.0
2569,"소년, 소녀 연애하다",로맨스,월하,2024-04-23,2024-04-23,2,0,0,0.0
2570,검술 천재 조상님이 돌아왔다,판타지,얼주가,2024-04-23,2024-04-23,8,0,0,10.0
2571,마귀가 개종했다,현판,경계의정원,2024-04-23,2024-04-23,4,0,0,0.0
2572,성좌들의 셰프가 되었다,현판,오구진,2023-07-06,2024-04-22,232,859,3,9.1
2573,발목 되찾고 발롱도르,현판,솬스코,2023-12-27,2024-04-22,202,439,6,9.0
2574,주인공들의 선생님은 퇴사하고 싶습니다,로판,로즈레,2024-01-13,2024-04-22,147,566,9,9.9
2575,아이돌 지망생이 초능력을 각성함,현판,골드바주세요,2023-10-17,2024-04-22,139,445,8,9.1
2576,마도명가 천재의 회귀,판타지,kane,2023-04-20,2024-04-22,166,6,0,7.4
2577,남주의 원수가 되어 버렸다,로판,라라유,2023-12-16,2024-04-22,182,341,6,9.3
2578,재벌의 버킷리스트,현판,흑곰,2023-01-17,2024-04-22,200,249,5,7.8
2579,생동성 실험으로 인생 역전!,현판,왕십리글쟁이,2024-01-31,2024-04-22,150,431,19,7.5
2580,환생한 영웅은 빌런이 되었습니다,현판,뺘삐,2024-04-22,2024-04-22,230,8,0,9.4
2581,참지 말아요,로맨스,차가울(미캉),2024-04-22,2024-04-22,60,67,3,8.8
2582,말 병사가 무공을 복사함,무협,구글다스,2024-04-22,2024-04-22,9,0,1,10.0
2583,내 머리맡을 지켜줘,로맨스,김꽃매,2024-04-22,2024-04-22,3,0,0,0.0
2584,내 머리맡을 지켜줘 외전,로맨스,김꽃매,2024-04-22,2024-04-22,1,0,0,0.0
2585,빙제귀환,무협,김한™,2024-04-22,2024-04-22,6,1,0,0.0
2586,우리의 안드로메다 BL,로맨스,심풀2,2024-04-22,2024-04-22,1,0,0,0.0
2587,가짜 집착광공에게 집착하는 진짜들,로판,베아투스,2024-04-22,2024-04-22,170,439,1,9.9
2588,역대급 귀환자가 아카데미를 만듦,판타지,램스테흐,2024-04-22,2024-04-22,7,0,0,0.0
2589,마법사의 천적이 환생했다,판타지,킹소다,2024-04-22,2024-04-22,224,39,1,8.2
2590,피폐물 남주의 엄마가 되었다,로판,페릴,2022-02-22,2024-04-22,126,1373,198,9.6
2591,트립한국 1913,판타지,라세이어,2024-04-22,2024-04-22,126,70,0,7.6
2592,"전하, 연애 말고 결혼해요",로판,발칙한야옹이,2024-04-22,2024-04-22,5,0,0,0.0
2593,백두검존 중원정벌기,무협,김필진,2024-04-22,2024-04-22,11,0,0,0.0
2594,3회차 황녀는 해피엔딩을 희망합니다,로판,루새우,2024-04-22,2024-04-22,5,0,0,0.0
2595,비혼인데 폭군이 결혼에 집착한다,로판,긷다,2023-12-01,2024-04-22,195,232,13,9.4
2596,그래도 너랑 살래,로맨스,내나,2024-04-22,2024-04-22,1,0,1,0.0
2597,18세기 런던에 결혼정보회사를 차렸다,판타지,담하이데,2024-04-22,2024-04-22,11,0,0,0.0
2598,돌아온 멸문가의 막내공자,무협,글철인,2024-04-09,2024-04-21,150,22,0,9.6
2599,무림에서 나노머신,무협,타자씨,2023-05-19,2024-04-21,143,81,1,8.5
2600,너의 약혼자와,로맨스,문소언,2024-04-10,2024-04-21,73,451,6,8.9
2601,누가 내 부모를 죽였나 BL,로맨스,은하수,2024-04-21,2024-04-21,133,0,0,0.0
2602,엑스트라는 구원하고 떠납니다,로판,윤로체,2023-12-11,2024-04-20,175,127,7,8.8
2603,제갈세가 막내권마,무협,월랑,2024-04-20,2024-04-20,17,11,0,8.9
2604,슈퍼스타 천대리,현판,박경원,2024-04-20,2024-04-20,18,0,0,8.5
2605,너의 가이드가 되고 싶어 BL,로맨스,한아뿐,2024-04-20,2024-04-20,4,0,0,0.0
2606,우리 딸들이 연기를 잘 한다,현판,에바트리체,2024-04-20,2024-04-20,12,0,0,0.0
2607,역대급 보스를 테이밍했다,현판,페르세르크,2024-04-20,2024-04-20,4,0,0,7.1
2608,장비빨로 즐기는 이세계 캠핑,판타지,판포유,2024-04-20,2024-04-20,4,4,0,10.0
2609,"팀장님, 이제 아이돌이시라구요",현판,김로이,2024-04-20,2024-04-20,8,3,0,9.6
2610,세상이 망해버렸으면 좋겠다,현판,신세치,2024-04-20,2024-04-20,10,1,0,10.0
2611,1000일의 매니저,현판,도원경,2024-04-20,2024-04-20,10,0,0,10.0
2612,최종보스의 구원자가 되었다,판타지,심씀,2024-04-20,2024-04-20,9,1,0,10.0
2613,울어도 소용없어,로판,채주아,2024-04-20,2024-04-20,5,0,0,0.0
2614,이혼 전 관계,로맨스,윤혜담,2024-04-20,2024-04-20,2,0,0,0.0
2615,내 특성이 너무 많음,판타지,악티늄K,2024-04-20,2024-04-20,15,5,0,9.5
2616,세계 제일 부자는 백수,현판,소보로설,2024-04-20,2024-04-20,10,5,0,7.6
2617,수상한 야산을 사버렸더니,현판,소수림,2024-04-20,2024-04-20,7,6,0,7.4
2618,내 무기가 너무 많음,판타지,상연,2024-04-20,2024-04-20,8,2,0,8.5
2619,불사검제,무협,서준백,2024-04-20,2024-04-20,10,0,0,0.0
2620,마왕으로 살아남는 법,판타지,구유,2024-04-20,2024-04-20,24,17,0,8.3
2621,3회차 빌런의 참교육,판타지,날망,2024-04-20,2024-04-20,4,0,0,10.0
2622,메마른 정원에 꽃이 피어나면,로판,쟤시켜알바,2023-10-07,2024-04-19,175,191,16,9.7
2623,아홉 번째 조선,판타지,강현,2023-01-31,2024-04-19,316,1420,54,9.2
2624,후회해 그 밤을,로맨스,효체,2024-04-02,2024-04-19,108,3,0,10.0
2625,번개 맞은 프로그래머,현판,np씨,2024-04-19,2024-04-19,8,0,0,0.0
2626,꽃길만 걷는 아이돌,현판,김태진,2024-04-19,2024-04-19,12,0,1,0.0
2627,강한 채로 회귀,판타지,홍성은,2024-04-19,2024-04-19,7,0,0,0.0
2628,환생했더니 무능한 적국 왕자였다,판타지,SLV,2024-04-19,2024-04-19,9,0,0,0.0
2629,천부천하,무협,비검,2024-04-19,2024-04-19,35,1,0,10.0
2630,블랙커버(Blackcover),로맨스,로킨,2024-04-19,2024-04-19,119,93,5,9.8
2631,밤에만 찾아오는 대공,로판,고지지,2024-04-19,2024-04-19,128,51,14,9.1
2632,무협을 모릅니다 BL,로맨스,하르넨,2024-04-19,2024-04-19,150,4,2,10.0
2633,이 사기극에 악의는 없었습니다,로판,연다음,2024-04-19,2024-04-19,128,412,5,9.1
2634,"엘리, 그 지긋지긋한 새끼 GL",로맨스,해뜬날,2024-04-19,2024-04-19,2,0,0,0.0
2635,남다른 천재배우라 이중생활합니다 미니노블,현판,기회,2024-04-19,2024-04-19,100,60,0,8.9
2636,후원의 밤,로맨스,최유려,2024-04-19,2024-04-19,2,0,0,0.0
2637,잡몹으로 살아남기,판타지,사파,2024-04-19,2024-04-19,7,0,0,0.0
2638,SSS급 운빨로 무한 레벨업,현판,레노벨,2024-04-19,2024-04-19,204,142,5,8.4
2639,누명 쓴 황자를 주웠다,로판,김싴,2024-04-19,2024-04-19,100,45,7,9.3
2640,다정한 남자는 다 계획이 있다,로판,에비파이,2024-04-19,2024-04-19,121,29,6,9.7
2641,완벽한 소유 추가외전,로맨스,모리미,2024-04-19,2024-04-19,1,0,0,0.0
2642,이혼 후 돈벼락!,현판,우욱,2024-04-19,2024-04-19,5,0,0,7.5
2643,아카데미 환생영웅,현판,달비트,2023-08-29,2024-04-19,214,223,25,7.9
2644,두 번 사는 전격계 헌터,판타지,미도라시,2024-04-19,2024-04-19,10,2,0,5.5
2645,선택당했다. 세계 최고의 재벌로,현판,윤필(尹筆),2024-04-19,2024-04-19,7,0,0,6.0
2646,서쪽 마녀의 7기사,로판,플라티,2024-04-19,2024-04-19,180,0,0,10.0
2647,"저와 함께 날아주세요, 황제님 외전",로판,단풍나무사탕,2024-04-19,2024-04-19,1,0,0,0.0
2648,이사 온 집에 겜창 유령이 산다,로맨스,kenYH,2024-04-19,2024-04-19,3,0,0,0.0
2649,"저와 함께 날아주세요, 황제님",로판,단풍나무사탕,2024-04-19,2024-04-19,1,0,0,0.0
2650,하필이면 왜 멸망세계인가요 1권,로판,여록,2024-04-19,2024-04-19,1,0,0,0.0
2651,하필이면 왜 멸망 세계인가요 2~3권,로판,여록,2024-04-19,2024-04-19,2,0,0,0.0
2652,하필이면 왜 멸망 세계인가요 4권,로판,여록,2024-04-19,2024-04-19,1,0,0,0.0
2653,버려야 할 남편,로맨스,리키,2024-04-03,2024-04-19,84,755,2,9.4
2654,두 번째 왕후,로맨스,이리리,2024-04-19,2024-04-19,6,0,0,10.0
2655,두 번째 왕후 외전,로맨스,이리리,2024-04-19,2024-04-19,1,0,0,10.0
2656,우리 아빠는 소드마스터,현판,앱솔,2024-04-19,2024-04-19,8,1,0,0.0
2657,마왕님 헌터로 강림하사,현판,최강이,2023-09-26,2024-04-18,200,532,16,9.2
2658,연성하는 영주님,판타지,시인단테,2024-03-13,2024-04-18,222,232,5,8.6
2659,아포칼립스에 내 땅 30평부터 시작,현판,가시개미,2024-04-18,2024-04-18,6,0,0,10.0
2660,머슬업 챌린지 BL,로맨스,신희,2024-04-18,2024-04-18,1,0,0,0.0
2661,나 혼자만 마법 면역,판타지,실렝,2024-04-18,2024-04-18,232,122,1,9.0
2662,사신회고록,무협,블랙단초,2024-04-18,2024-04-18,150,5,0,7.7
2663,유혹의 끝,로맨스,허지애,2024-04-18,2024-04-18,1,0,0,0.0
2664,찌질이 너드에 귀여움을 한 스푼,로맨스,초쿠,2024-04-18,2024-04-18,1,0,0,0.0
2665,돈으로 흥하는 회귀 은원,현판,글먹과글망,2024-04-18,2024-04-18,182,20,2,7.0
2666,불건전한 파트너,로맨스,임라윤,2024-04-18,2024-04-18,3,0,0,8.7
2667,막내 황녀님,로판,사하,2024-04-18,2024-04-18,268,2,2,10.0
2668,밤이니까 하고 싶은,로맨스,교묘히,2024-04-18,2024-04-18,2,0,0,0.0
2669,확실하게 해줘,로맨스,김베리,2024-04-18,2024-04-18,3,0,1,10.0
2670,덕질하는 음악천재,현판,강선우,2024-03-23,2024-04-17,221,113,2,7.4
2671,0살부터 슈퍼스타,현판,북그곰,2019-12-04,2024-04-17,1214,11602,93,9.7
2672,은혜 갚는 동거,로맨스,바죠,2024-04-17,2024-04-17,65,0,2,10.0
2673,민감한 대리님,현판,후로스트,2023-11-24,2024-04-17,236,534,3,9.8
2674,스파이 능력으로 글로벌 톱배우,현판,풀드로우,2023-12-20,2024-04-17,202,736,22,9.4
2675,바다 수호자의 양딸이 되었습니다,로판,단리한,2024-04-17,2024-04-17,7,0,0,0.0
2676,흑막들의 키워드를 바꾸면,로판,요나,2024-04-17,2024-04-17,4,0,0,0.0
2677,위험천만한 연애,로맨스,Lunar 이지연,2024-04-17,2024-04-17,4,1,0,0.0
2678,모스크바의 여명,로판,황장미,2019-11-20,2024-04-17,47,132,39,9.9
2679,용두사망 소설 속의 악녀가 되었다,로판,윤림,2024-04-17,2024-04-17,5,0,0,0.0
2680,황제의 유혹,로판,주시하,2024-04-17,2024-04-17,6,0,0,10.0
2681,나랑 해! 연애!,로맨스,키위바나나,2024-04-17,2024-04-17,3,0,0,10.0
2682,가짜 황자비의 위험한 신혼일기,로판,페페토,2024-04-17,2024-04-17,5,0,0,0.0
2683,욕망 어린 후원,로맨스,사랑의묘약,2024-04-17,2024-04-17,4,0,1,10.0
2684,잔혹한 흑막이 다정히 유혹할 때,로판,쏘리미,2024-04-17,2024-04-17,4,0,0,0.0
2685,짜릿한 이혼,로맨스,김그레이스,2024-04-17,2024-04-17,3,0,0,10.0
2686,낮과 밤이 다른 남자,로맨스,플라비,2024-04-17,2024-04-17,2,0,0,10.0
2687,예언의 진정한 해석법,로판,윤림,2024-04-17,2024-04-17,5,0,0,0.0
2688,참을 수 없이 먹고 싶어,로판,성혜림,2024-04-17,2024-04-17,5,0,1,10.0
2689,계약직 대공비,로판,MON쉘,2024-04-17,2024-04-17,6,0,1,10.0
